smoothing,threshold,merge_gap_sec,min_duration_sec,min_windows,confidence_density,global_mpp,avg_event_f1,std_event_f1,fold_count
7,0.6,20,10,5,0.1,0.3,0.4958,0.1799,3
7,0.6,20,10,5,0.1,0.4,0.4958,0.1799,3
7,0.6,20,10,5,0.1,0.5,0.4958,0.1799,3
7,0.6,20,10,5,0.1,0.6,0.4958,0.1799,3
11,0.4,45,20,3,0.0,0.6,0.4958,0.1799,3
7,0.4,60,20,5,0.1,0.7,0.4958,0.1799,3
7,0.4,60,20,5,0.2,0.7,0.4958,0.1799,3
7,0.4,60,20,3,0.0,0.7,0.4958,0.1799,3
7,0.4,60,20,3,0.1,0.7,0.4958,0.1799,3
11,0.3,30,30,3,0.1,0.6,0.4958,0.1799,3
11,0.3,30,30,3,0.2,0.6,0.4958,0.1799,3
11,0.3,30,30,5,0.0,0.6,0.4958,0.1799,3
11,0.3,30,30,5,0.1,0.6,0.4958,0.1799,3
11,0.3,30,30,2,0.1,0.6,0.4958,0.1799,3
11,0.3,30,30,5,0.2,0.6,0.4958,0.1799,3
5,0.6,45,20,3,0.2,0.7,0.4958,0.1799,3
5,0.6,45,20,5,0.2,0.3,0.4958,0.1799,3
5,0.6,45,20,5,0.2,0.4,0.4958,0.1799,3
5,0.6,45,20,5,0.2,0.5,0.4958,0.1799,3
15,0.3,20,20,3,0.1,0.6,0.4958,0.1799,3
5,0.6,45,20,3,0.2,0.3,0.4958,0.1799,3
5,0.6,45,20,3,0.2,0.4,0.4958,0.1799,3
11,0.5,45,20,5,0.2,0.3,0.4958,0.1799,3
11,0.5,45,20,5,0.2,0.4,0.4958,0.1799,3
11,0.5,45,20,5,0.2,0.5,0.4958,0.1799,3
11,0.5,45,20,5,0.2,0.6,0.4958,0.1799,3
5,0.6,45,20,5,0.2,0.7,0.4958,0.1799,3
5,0.6,45,20,3,0.2,0.6,0.4958,0.1799,3
15,0.3,20,20,3,0.0,0.6,0.4958,0.1799,3
5,0.6,45,20,2,0.2,0.3,0.4958,0.1799,3
11,0.5,45,20,3,0.1,0.6,0.4958,0.1799,3
11,0.5,45,20,3,0.2,0.3,0.4958,0.1799,3
11,0.5,45,20,3,0.2,0.4,0.4958,0.1799,3
15,0.4,60,20,3,0.1,0.5,0.4958,0.1799,3
11,0.4,45,20,2,0.2,0.6,0.4958,0.1799,3
7,0.5,45,20,5,0.2,0.7,0.4958,0.1799,3
7,0.5,45,20,3,0.0,0.7,0.4958,0.1799,3
7,0.6,90,10,2,0.0,0.4,0.4958,0.1799,3
7,0.6,90,10,2,0.0,0.5,0.4958,0.1799,3
7,0.6,90,10,2,0.0,0.6,0.4958,0.1799,3
7,0.6,90,10,2,0.0,0.7,0.4958,0.1799,3
7,0.6,90,10,2,0.1,0.3,0.4958,0.1799,3
7,0.6,90,10,2,0.1,0.4,0.4958,0.1799,3
11,0.5,45,20,3,0.2,0.5,0.4958,0.1799,3
11,0.5,45,20,3,0.2,0.6,0.4958,0.1799,3
11,0.5,45,20,5,0.0,0.6,0.4958,0.1799,3
11,0.5,45,20,5,0.1,0.6,0.4958,0.1799,3
5,0.6,45,20,5,0.2,0.6,0.4958,0.1799,3
5,0.6,45,20,2,0.2,0.5,0.4958,0.1799,3
5,0.6,45,20,2,0.2,0.6,0.4958,0.1799,3
5,0.6,45,20,2,0.2,0.7,0.4958,0.1799,3
11,0.5,45,20,2,0.2,0.5,0.4958,0.1799,3
11,0.5,45,20,2,0.2,0.6,0.4958,0.1799,3
5,0.6,45,20,2,0.2,0.4,0.4958,0.1799,3
5,0.6,45,10,3,0.2,0.3,0.4958,0.1799,3
15,0.4,60,20,2,0.1,0.5,0.4958,0.1799,3
11,0.3,30,30,2,0.0,0.6,0.4958,0.1799,3
11,0.3,30,30,3,0.0,0.6,0.4958,0.1799,3
7,0.4,60,20,5,0.0,0.7,0.4958,0.1799,3
11,0.4,45,20,5,0.0,0.6,0.4958,0.1799,3
11,0.4,45,20,5,0.1,0.6,0.4958,0.1799,3
11,0.3,30,30,2,0.2,0.6,0.4958,0.1799,3
15,0.4,60,20,2,0.2,0.5,0.4958,0.1799,3
15,0.4,60,20,3,0.0,0.5,0.4958,0.1799,3
7,0.5,45,20,5,0.1,0.6,0.4958,0.1799,3
7,0.5,45,20,5,0.1,0.7,0.4958,0.1799,3
7,0.5,45,20,5,0.2,0.6,0.4958,0.1799,3
5,0.6,45,10,2,0.2,0.5,0.4958,0.1799,3
5,0.6,45,10,2,0.2,0.6,0.4958,0.1799,3
5,0.6,45,10,2,0.2,0.7,0.4958,0.1799,3
7,0.6,90,10,3,0.1,0.7,0.4958,0.1799,3
7,0.6,90,10,2,0.1,0.5,0.4958,0.1799,3
7,0.6,90,10,2,0.1,0.6,0.4958,0.1799,3
7,0.6,90,10,2,0.1,0.7,0.4958,0.1799,3
5,0.6,45,20,3,0.2,0.5,0.4958,0.1799,3
5,0.6,45,10,5,0.2,0.4,0.4958,0.1799,3
5,0.6,45,10,5,0.2,0.5,0.4958,0.1799,3
5,0.6,45,10,5,0.2,0.6,0.4958,0.1799,3
5,0.6,45,10,5,0.2,0.7,0.4958,0.1799,3
7,0.6,90,10,5,0.0,0.3,0.4958,0.1799,3
11,0.5,45,20,2,0.1,0.6,0.4958,0.1799,3
11,0.5,45,20,2,0.2,0.3,0.4958,0.1799,3
11,0.5,45,20,2,0.2,0.4,0.4958,0.1799,3
7,0.6,90,20,3,0.0,0.5,0.4958,0.1799,3
7,0.6,90,10,5,0.0,0.4,0.4958,0.1799,3
7,0.6,90,10,5,0.0,0.5,0.4958,0.1799,3
7,0.6,90,10,5,0.0,0.6,0.4958,0.1799,3
5,0.6,45,10,3,0.2,0.4,0.4958,0.1799,3
5,0.6,45,10,3,0.2,0.5,0.4958,0.1799,3
5,0.6,45,10,3,0.2,0.6,0.4958,0.1799,3
5,0.6,45,10,3,0.2,0.7,0.4958,0.1799,3
11,0.5,45,20,3,0.0,0.6,0.4958,0.1799,3
7,0.6,90,10,2,0.0,0.3,0.4958,0.1799,3
7,0.6,90,10,3,0.1,0.4,0.4958,0.1799,3
7,0.6,90,10,3,0.1,0.5,0.4958,0.1799,3
7,0.6,90,10,3,0.1,0.6,0.4958,0.1799,3
5,0.6,45,10,5,0.2,0.3,0.4958,0.1799,3
5,0.6,45,10,2,0.2,0.3,0.4958,0.1799,3
5,0.6,45,10,2,0.2,0.4,0.4958,0.1799,3
15,0.3,20,30,3,0.0,0.6,0.4958,0.1799,3
15,0.3,20,30,3,0.1,0.6,0.4958,0.1799,3
15,0.3,20,30,3,0.2,0.6,0.4958,0.1799,3
7,0.4,60,10,3,0.2,0.7,0.4958,0.1799,3
15,0.4,30,20,5,0.0,0.5,0.4958,0.1799,3
15,0.4,30,20,5,0.0,0.6,0.4958,0.1799,3
15,0.4,30,20,2,0.0,0.5,0.4958,0.1799,3
15,0.4,30,20,2,0.0,0.6,0.4958,0.1799,3
15,0.4,30,20,2,0.1,0.5,0.4958,0.1799,3
15,0.4,30,20,2,0.1,0.6,0.4958,0.1799,3
7,0.6,90,10,3,0.1,0.3,0.4958,0.1799,3
7,0.6,90,10,5,0.1,0.7,0.4958,0.1799,3
7,0.5,45,20,3,0.1,0.6,0.4958,0.1799,3
7,0.5,45,20,3,0.1,0.7,0.4958,0.1799,3
7,0.5,45,20,3,0.2,0.6,0.4958,0.1799,3
7,0.5,45,20,3,0.2,0.7,0.4958,0.1799,3
7,0.5,45,20,5,0.0,0.6,0.4958,0.1799,3
7,0.5,45,20,5,0.0,0.7,0.4958,0.1799,3
7,0.5,45,20,2,0.0,0.6,0.4958,0.1799,3
7,0.6,90,20,2,0.0,0.3,0.4958,0.1799,3
7,0.6,90,20,2,0.0,0.4,0.4958,0.1799,3
7,0.6,90,10,3,0.0,0.3,0.4958,0.1799,3
7,0.6,90,10,3,0.0,0.4,0.4958,0.1799,3
7,0.6,90,10,3,0.0,0.5,0.4958,0.1799,3
7,0.6,90,10,3,0.0,0.6,0.4958,0.1799,3
7,0.6,90,10,3,0.0,0.7,0.4958,0.1799,3
7,0.5,45,20,2,0.0,0.7,0.4958,0.1799,3
11,0.4,90,20,5,0.2,0.6,0.4958,0.1799,3
7,0.6,90,20,3,0.0,0.6,0.4958,0.1799,3
7,0.6,90,20,3,0.0,0.7,0.4958,0.1799,3
7,0.6,90,20,3,0.1,0.3,0.4958,0.1799,3
7,0.6,90,20,5,0.0,0.6,0.4958,0.1799,3
7,0.6,90,20,2,0.0,0.5,0.4958,0.1799,3
11,0.5,90,10,2,0.2,0.6,0.4958,0.1799,3
5,0.6,60,20,5,0.2,0.3,0.4958,0.1799,3
5,0.6,60,20,5,0.2,0.4,0.4958,0.1799,3
5,0.6,60,20,5,0.2,0.5,0.4958,0.1799,3
7,0.6,90,10,5,0.0,0.7,0.4958,0.1799,3
7,0.6,90,10,5,0.1,0.3,0.4958,0.1799,3
7,0.6,90,10,5,0.1,0.4,0.4958,0.1799,3
7,0.6,90,10,5,0.1,0.5,0.4958,0.1799,3
7,0.6,90,10,5,0.1,0.6,0.4958,0.1799,3
7,0.6,90,20,5,0.1,0.3,0.4958,0.1799,3
7,0.6,90,20,5,0.1,0.4,0.4958,0.1799,3
7,0.6,90,20,5,0.1,0.5,0.4958,0.1799,3
7,0.6,90,20,5,0.1,0.6,0.4958,0.1799,3
7,0.6,90,20,5,0.1,0.7,0.4958,0.1799,3
5,0.6,60,20,5,0.2,0.6,0.4958,0.1799,3
5,0.6,60,20,5,0.2,0.7,0.4958,0.1799,3
7,0.6,90,20,2,0.0,0.6,0.4958,0.1799,3
7,0.6,90,20,2,0.0,0.7,0.4958,0.1799,3
7,0.6,90,20,2,0.1,0.3,0.4958,0.1799,3
7,0.6,90,20,2,0.1,0.4,0.4958,0.1799,3
7,0.6,90,20,2,0.1,0.5,0.4958,0.1799,3
7,0.6,90,20,2,0.1,0.6,0.4958,0.1799,3
7,0.6,90,20,2,0.1,0.7,0.4958,0.1799,3
7,0.6,90,20,3,0.0,0.3,0.4958,0.1799,3
7,0.6,90,20,3,0.0,0.4,0.4958,0.1799,3
11,0.5,90,20,5,0.1,0.6,0.4958,0.1799,3
11,0.5,90,10,5,0.2,0.6,0.4958,0.1799,3
11,0.5,90,20,2,0.0,0.6,0.4958,0.1799,3
11,0.5,90,20,2,0.1,0.6,0.4958,0.1799,3
11,0.5,90,20,3,0.0,0.6,0.4958,0.1799,3
11,0.5,90,10,3,0.2,0.6,0.4958,0.1799,3
7,0.6,90,20,3,0.1,0.4,0.4958,0.1799,3
7,0.6,90,20,3,0.1,0.5,0.4958,0.1799,3
7,0.6,90,20,3,0.1,0.6,0.4958,0.1799,3
7,0.6,90,20,3,0.1,0.7,0.4958,0.1799,3
7,0.6,90,20,5,0.0,0.3,0.4958,0.1799,3
7,0.6,90,20,5,0.0,0.4,0.4958,0.1799,3
7,0.6,90,20,5,0.0,0.5,0.4958,0.1799,3
15,0.3,20,20,2,0.1,0.6,0.4958,0.1799,3
11,0.5,45,20,2,0.0,0.6,0.4958,0.1799,3
7,0.6,90,20,5,0.0,0.7,0.4958,0.1799,3
5,0.6,60,20,2,0.2,0.5,0.4958,0.1799,3
5,0.6,60,20,2,0.2,0.6,0.4958,0.1799,3
5,0.6,60,20,2,0.2,0.7,0.4958,0.1799,3
11,0.5,60,20,2,0.0,0.6,0.4958,0.1799,3
11,0.5,60,20,2,0.1,0.6,0.4958,0.1799,3
11,0.5,60,20,2,0.2,0.3,0.4958,0.1799,3
11,0.5,60,20,2,0.2,0.4,0.4958,0.1799,3
11,0.5,60,20,2,0.2,0.5,0.4958,0.1799,3
11,0.5,60,20,2,0.2,0.6,0.4958,0.1799,3
11,0.5,60,20,3,0.0,0.6,0.4958,0.1799,3
11,0.5,60,20,5,0.2,0.5,0.4958,0.1799,3
11,0.5,60,20,5,0.2,0.6,0.4958,0.1799,3
15,0.3,20,30,5,0.2,0.6,0.4958,0.1799,3
15,0.3,30,20,3,0.2,0.6,0.4958,0.1799,3
11,0.5,90,20,3,0.1,0.6,0.4958,0.1799,3
11,0.5,90,20,5,0.0,0.6,0.4958,0.1799,3
15,0.3,20,20,2,0.0,0.6,0.4958,0.1799,3
15,0.4,60,20,3,0.2,0.5,0.4958,0.1799,3
11,0.4,45,20,2,0.1,0.6,0.4958,0.1799,3
7,0.5,45,20,2,0.2,0.7,0.4958,0.1799,3
7,0.5,45,20,3,0.0,0.6,0.4958,0.1799,3
7,0.5,45,10,5,0.0,0.6,0.4958,0.1799,3
11,0.4,90,20,3,0.2,0.6,0.4958,0.1799,3
5,0.6,20,20,5,0.2,0.6,0.4958,0.1799,3
5,0.6,20,20,5,0.2,0.7,0.4958,0.1799,3
15,0.3,20,20,2,0.2,0.6,0.4958,0.1799,3
7,0.5,45,20,2,0.1,0.6,0.4958,0.1799,3
7,0.5,45,20,2,0.1,0.7,0.4958,0.1799,3
7,0.5,45,20,2,0.2,0.6,0.4958,0.1799,3
15,0.3,30,30,2,0.1,0.6,0.4958,0.1799,3
5,0.6,60,20,2,0.2,0.3,0.4958,0.1799,3
5,0.6,60,20,2,0.2,0.4,0.4958,0.1799,3
7,0.6,20,10,3,0.2,0.5,0.4958,0.1799,3
7,0.6,20,10,3,0.2,0.6,0.4958,0.1799,3
7,0.4,60,10,2,0.0,0.7,0.4958,0.1799,3
7,0.4,60,10,2,0.1,0.7,0.4958,0.1799,3
15,0.4,30,20,3,0.1,0.5,0.4958,0.1799,3
15,0.4,30,20,3,0.1,0.6,0.4958,0.1799,3
15,0.4,30,20,3,0.2,0.5,0.4958,0.1799,3
15,0.4,30,20,3,0.2,0.6,0.4958,0.1799,3
15,0.4,30,20,5,0.1,0.5,0.4958,0.1799,3
15,0.4,30,20,5,0.1,0.6,0.4958,0.1799,3
15,0.4,30,20,5,0.2,0.5,0.4958,0.1799,3
11,0.4,45,20,3,0.1,0.6,0.4958,0.1799,3
11,0.4,45,20,2,0.0,0.6,0.4958,0.1799,3
5,0.6,20,20,5,0.2,0.5,0.4958,0.1799,3
11,0.4,90,20,5,0.0,0.6,0.4958,0.1799,3
11,0.4,90,20,5,0.1,0.6,0.4958,0.1799,3
7,0.5,45,10,5,0.0,0.7,0.4958,0.1799,3
15,0.4,60,20,5,0.0,0.5,0.4958,0.1799,3
15,0.4,60,20,5,0.1,0.5,0.4958,0.1799,3
15,0.3,30,30,3,0.1,0.6,0.4958,0.1799,3
15,0.3,30,30,3,0.2,0.6,0.4958,0.1799,3
15,0.3,30,20,5,0.2,0.6,0.4958,0.1799,3
15,0.3,30,30,2,0.0,0.6,0.4958,0.1799,3
15,0.3,30,20,2,0.2,0.6,0.4958,0.1799,3
15,0.3,30,30,5,0.1,0.6,0.4958,0.1799,3
15,0.3,30,30,5,0.2,0.6,0.4958,0.1799,3
7,0.6,20,20,2,0.2,0.4,0.4958,0.1799,3
7,0.6,20,20,2,0.2,0.5,0.4958,0.1799,3
7,0.6,20,20,2,0.2,0.6,0.4958,0.1799,3
5,0.6,20,20,3,0.2,0.5,0.4958,0.1799,3
5,0.6,20,20,3,0.2,0.6,0.4958,0.1799,3
5,0.6,20,20,3,0.2,0.7,0.4958,0.1799,3
5,0.6,20,20,3,0.2,0.4,0.4958,0.1799,3
5,0.6,20,20,5,0.0,0.3,0.4958,0.1799,3
5,0.6,20,20,5,0.0,0.4,0.4958,0.1799,3
5,0.6,20,20,5,0.0,0.5,0.4958,0.1799,3
5,0.6,20,20,5,0.0,0.6,0.4958,0.1799,3
5,0.6,20,20,5,0.0,0.7,0.4958,0.1799,3
5,0.6,20,20,5,0.1,0.3,0.4958,0.1799,3
5,0.6,20,20,5,0.1,0.4,0.4958,0.1799,3
5,0.6,20,20,5,0.1,0.5,0.4958,0.1799,3
5,0.6,20,20,5,0.1,0.6,0.4958,0.1799,3
5,0.6,20,20,5,0.1,0.7,0.4958,0.1799,3
5,0.6,20,20,5,0.2,0.3,0.4958,0.1799,3
5,0.6,20,20,5,0.2,0.4,0.4958,0.1799,3
11,0.4,90,20,2,0.0,0.6,0.4958,0.1799,3
11,0.4,90,20,2,0.1,0.6,0.4958,0.1799,3
7,0.6,20,20,3,0.2,0.5,0.4958,0.1799,3
7,0.5,45,10,3,0.1,0.6,0.4958,0.1799,3
5,0.6,20,20,2,0.2,0.4,0.4958,0.1799,3
5,0.6,20,20,2,0.2,0.5,0.4958,0.1799,3
5,0.6,20,20,2,0.2,0.6,0.4958,0.1799,3
5,0.6,20,20,2,0.2,0.7,0.4958,0.1799,3
5,0.6,20,20,3,0.0,0.3,0.4958,0.1799,3
5,0.6,20,20,3,0.0,0.4,0.4958,0.1799,3
5,0.6,20,20,3,0.0,0.5,0.4958,0.1799,3
5,0.6,20,20,3,0.0,0.6,0.4958,0.1799,3
5,0.6,20,20,3,0.0,0.7,0.4958,0.1799,3
5,0.6,20,20,3,0.1,0.3,0.4958,0.1799,3
5,0.6,20,20,3,0.1,0.4,0.4958,0.1799,3
5,0.6,20,20,3,0.1,0.5,0.4958,0.1799,3
5,0.6,20,20,3,0.1,0.6,0.4958,0.1799,3
5,0.6,20,20,3,0.1,0.7,0.4958,0.1799,3
5,0.6,20,20,3,0.2,0.3,0.4958,0.1799,3
7,0.6,20,20,5,0.0,0.7,0.4958,0.1799,3
7,0.5,45,10,5,0.1,0.6,0.4958,0.1799,3
7,0.5,45,10,5,0.1,0.7,0.4958,0.1799,3
7,0.5,45,10,5,0.2,0.6,0.4958,0.1799,3
7,0.5,45,10,5,0.2,0.7,0.4958,0.1799,3
5,0.6,20,20,2,0.0,0.5,0.4958,0.1799,3
5,0.6,20,20,2,0.0,0.6,0.4958,0.1799,3
5,0.6,20,20,2,0.0,0.7,0.4958,0.1799,3
5,0.6,20,20,2,0.1,0.3,0.4958,0.1799,3
5,0.6,20,20,2,0.1,0.4,0.4958,0.1799,3
5,0.6,20,20,2,0.1,0.5,0.4958,0.1799,3
5,0.6,20,20,2,0.1,0.6,0.4958,0.1799,3
5,0.6,20,20,2,0.1,0.7,0.4958,0.1799,3
5,0.6,20,20,2,0.2,0.3,0.4958,0.1799,3
7,0.5,45,10,3,0.0,0.6,0.4958,0.1799,3
7,0.5,45,10,3,0.0,0.7,0.4958,0.1799,3
7,0.5,45,10,2,0.1,0.6,0.4958,0.1799,3
7,0.5,45,10,2,0.1,0.7,0.4958,0.1799,3
15,0.4,90,20,3,0.1,0.5,0.4958,0.1799,3
7,0.5,45,10,3,0.1,0.7,0.4958,0.1799,3
7,0.5,45,10,3,0.2,0.6,0.4958,0.1799,3
7,0.5,45,10,3,0.2,0.7,0.4958,0.1799,3
15,0.4,90,20,5,0.1,0.5,0.4958,0.1799,3
7,0.6,20,20,5,0.2,0.7,0.4958,0.1799,3
7,0.6,20,20,2,0.2,0.7,0.4958,0.1799,3
7,0.6,20,20,3,0.0,0.3,0.4958,0.1799,3
7,0.6,20,20,3,0.0,0.4,0.4958,0.1799,3
7,0.6,20,20,3,0.0,0.5,0.4958,0.1799,3
7,0.6,20,20,5,0.0,0.3,0.4958,0.1799,3
7,0.6,20,20,5,0.0,0.4,0.4958,0.1799,3
7,0.6,20,20,5,0.0,0.5,0.4958,0.1799,3
7,0.6,20,20,5,0.0,0.6,0.4958,0.1799,3
7,0.5,45,10,2,0.2,0.6,0.4958,0.1799,3
7,0.5,45,10,2,0.2,0.7,0.4958,0.1799,3
15,0.4,90,20,3,0.0,0.5,0.4958,0.1799,3
7,0.6,20,20,5,0.1,0.3,0.4958,0.1799,3
7,0.6,20,20,5,0.1,0.4,0.4958,0.1799,3
7,0.6,20,20,5,0.1,0.5,0.4958,0.1799,3
7,0.6,20,20,5,0.1,0.6,0.4958,0.1799,3
7,0.6,60,10,3,0.2,0.7,0.4958,0.1799,3
7,0.6,60,10,2,0.2,0.3,0.4958,0.1799,3
5,0.6,20,20,2,0.0,0.3,0.4958,0.1799,3
5,0.6,20,20,2,0.0,0.4,0.4958,0.1799,3
15,0.4,90,20,5,0.0,0.5,0.4958,0.1799,3
15,0.4,90,20,5,0.2,0.5,0.4958,0.1799,3
15,0.4,90,20,3,0.2,0.5,0.4958,0.1799,3
7,0.5,45,10,2,0.0,0.6,0.4958,0.1799,3
7,0.5,45,10,2,0.0,0.7,0.4958,0.1799,3
7,0.6,20,20,3,0.1,0.6,0.4958,0.1799,3
7,0.6,20,20,3,0.1,0.7,0.4958,0.1799,3
7,0.6,20,20,3,0.2,0.3,0.4958,0.1799,3
7,0.6,20,20,3,0.2,0.4,0.4958,0.1799,3
15,0.3,30,20,2,0.0,0.6,0.4958,0.1799,3
7,0.6,20,10,5,0.0,0.6,0.4958,0.1799,3
7,0.6,20,10,5,0.0,0.7,0.4958,0.1799,3
7,0.6,20,20,2,0.1,0.3,0.4958,0.1799,3
7,0.6,20,20,2,0.1,0.4,0.4958,0.1799,3
7,0.6,20,20,2,0.1,0.5,0.4958,0.1799,3
7,0.6,20,20,2,0.1,0.6,0.4958,0.1799,3
7,0.6,20,20,2,0.1,0.7,0.4958,0.1799,3
7,0.6,20,20,2,0.2,0.3,0.4958,0.1799,3
15,0.3,30,30,5,0.0,0.6,0.4958,0.1799,3
15,0.3,30,20,3,0.0,0.6,0.4958,0.1799,3
15,0.3,30,20,3,0.1,0.6,0.4958,0.1799,3
7,0.6,20,20,5,0.1,0.7,0.4958,0.1799,3
7,0.6,20,20,5,0.2,0.3,0.4958,0.1799,3
7,0.6,20,20,5,0.2,0.4,0.4958,0.1799,3
7,0.6,20,20,5,0.2,0.5,0.4958,0.1799,3
7,0.6,20,20,5,0.2,0.6,0.4958,0.1799,3
11,0.4,90,20,3,0.1,0.6,0.4958,0.1799,3
15,0.4,60,20,5,0.2,0.5,0.4958,0.1799,3
11,0.4,90,20,2,0.2,0.6,0.4958,0.1799,3
11,0.4,90,20,3,0.0,0.6,0.4958,0.1799,3
15,0.4,90,20,2,0.2,0.5,0.4958,0.1799,3
15,0.4,90,20,2,0.0,0.5,0.4958,0.1799,3
15,0.4,90,20,2,0.1,0.5,0.4958,0.1799,3
7,0.6,20,20,3,0.0,0.7,0.4958,0.1799,3
7,0.6,20,20,3,0.1,0.3,0.4958,0.1799,3
7,0.6,20,20,3,0.1,0.4,0.4958,0.1799,3
7,0.6,20,20,3,0.1,0.5,0.4958,0.1799,3
7,0.6,20,20,2,0.0,0.4,0.4958,0.1799,3
7,0.6,20,20,2,0.0,0.5,0.4958,0.1799,3
7,0.6,20,20,2,0.0,0.6,0.4958,0.1799,3
7,0.6,20,20,2,0.0,0.7,0.4958,0.1799,3
15,0.3,20,30,5,0.1,0.6,0.4958,0.1799,3
7,0.4,60,10,5,0.0,0.7,0.4958,0.1799,3
7,0.4,60,10,5,0.1,0.7,0.4958,0.1799,3
15,0.4,30,20,5,0.2,0.6,0.4958,0.1799,3
15,0.3,30,20,2,0.1,0.6,0.4958,0.1799,3
7,0.6,20,20,3,0.0,0.6,0.4958,0.1799,3
7,0.6,20,10,3,0.2,0.7,0.4958,0.1799,3
7,0.6,20,10,5,0.0,0.3,0.4958,0.1799,3
7,0.6,20,10,5,0.0,0.4,0.4958,0.1799,3
7,0.6,20,10,5,0.0,0.5,0.4958,0.1799,3
7,0.6,20,10,3,0.1,0.4,0.4958,0.1799,3
7,0.6,20,10,3,0.1,0.5,0.4958,0.1799,3
11,0.5,60,20,3,0.2,0.4,0.4958,0.1799,3
11,0.5,60,20,3,0.2,0.5,0.4958,0.1799,3
11,0.5,60,20,3,0.2,0.6,0.4958,0.1799,3
5,0.6,60,20,3,0.2,0.4,0.4958,0.1799,3
5,0.6,60,20,3,0.2,0.5,0.4958,0.1799,3
5,0.6,60,20,3,0.2,0.6,0.4958,0.1799,3
5,0.6,60,20,3,0.2,0.7,0.4958,0.1799,3
11,0.5,60,20,5,0.0,0.6,0.4958,0.1799,3
11,0.5,60,20,5,0.1,0.6,0.4958,0.1799,3
11,0.5,60,20,5,0.2,0.3,0.4958,0.1799,3
11,0.5,60,20,5,0.2,0.4,0.4958,0.1799,3
7,0.6,20,20,3,0.2,0.6,0.4958,0.1799,3
7,0.6,20,20,3,0.2,0.7,0.4958,0.1799,3
7,0.6,20,10,5,0.2,0.6,0.4958,0.1799,3
7,0.6,20,10,5,0.2,0.7,0.4958,0.1799,3
7,0.6,20,20,2,0.0,0.3,0.4958,0.1799,3
7,0.4,60,10,3,0.1,0.7,0.4958,0.1799,3
7,0.6,20,10,3,0.0,0.7,0.4958,0.1799,3
7,0.6,20,10,3,0.1,0.3,0.4958,0.1799,3
7,0.4,60,10,2,0.2,0.7,0.4958,0.1799,3
7,0.4,60,10,3,0.0,0.7,0.4958,0.1799,3
5,0.6,60,20,3,0.2,0.3,0.4958,0.1799,3
7,0.6,20,10,5,0.2,0.3,0.4958,0.1799,3
7,0.6,20,10,5,0.2,0.4,0.4958,0.1799,3
7,0.6,20,10,5,0.2,0.5,0.4958,0.1799,3
15,0.4,30,20,3,0.0,0.5,0.4958,0.1799,3
15,0.4,30,20,3,0.0,0.6,0.4958,0.1799,3
15,0.3,20,30,5,0.0,0.6,0.4958,0.1799,3
7,0.6,20,10,3,0.1,0.6,0.4958,0.1799,3
15,0.3,30,20,5,0.0,0.6,0.4958,0.1799,3
11,0.5,60,20,3,0.1,0.6,0.4958,0.1799,3
11,0.5,60,20,3,0.2,0.3,0.4958,0.1799,3
7,0.3,90,10,5,0.1,0.7,0.4956,0.1799,3
7,0.3,90,10,3,0.1,0.7,0.4956,0.1799,3
7,0.3,60,10,3,0.0,0.7,0.4956,0.1799,3
7,0.3,90,10,5,0.0,0.7,0.4956,0.1799,3
7,0.3,90,10,2,0.1,0.7,0.4956,0.1799,3
7,0.3,90,10,3,0.0,0.7,0.4956,0.1799,3
7,0.3,90,10,2,0.0,0.7,0.4956,0.1799,3
7,0.3,60,10,5,0.0,0.7,0.4956,0.1799,3
7,0.3,60,10,5,0.1,0.7,0.4956,0.1799,3
7,0.3,60,10,5,0.2,0.7,0.4956,0.1799,3
7,0.3,60,10,3,0.2,0.7,0.4956,0.1799,3
7,0.3,60,10,2,0.0,0.7,0.4956,0.1799,3
7,0.3,60,10,2,0.1,0.7,0.4956,0.1799,3
7,0.3,60,10,2,0.2,0.7,0.4956,0.1799,3
7,0.3,60,10,3,0.1,0.7,0.4956,0.1799,3
7,0.3,30,30,5,0.0,0.4,0.4955,0.1777,3
7,0.3,30,30,5,0.0,0.5,0.4955,0.1777,3
15,0.3,20,30,5,0.0,0.4,0.4955,0.1777,3
7,0.3,30,30,2,0.1,0.5,0.4955,0.1777,3
15,0.3,30,30,2,0.1,0.4,0.4955,0.1777,3
15,0.3,30,30,2,0.2,0.4,0.4955,0.1777,3
11,0.4,60,20,2,0.1,0.4,0.4955,0.1777,3
11,0.4,60,20,3,0.0,0.4,0.4955,0.1777,3
11,0.4,60,20,2,0.0,0.3,0.4955,0.1777,3
11,0.4,60,20,3,0.0,0.3,0.4955,0.1777,3
11,0.4,60,20,2,0.1,0.3,0.4955,0.1777,3
7,0.3,30,30,2,0.0,0.5,0.4955,0.1777,3
5,0.5,60,10,5,0.2,0.3,0.4955,0.1777,3
5,0.5,60,10,5,0.2,0.4,0.4955,0.1777,3
5,0.5,60,10,5,0.2,0.5,0.4955,0.1777,3
5,0.5,60,10,5,0.2,0.6,0.4955,0.1777,3
5,0.5,60,10,3,0.2,0.3,0.4955,0.1777,3
5,0.5,60,10,3,0.2,0.4,0.4955,0.1777,3
5,0.5,60,10,3,0.2,0.5,0.4955,0.1777,3
5,0.5,60,10,3,0.2,0.6,0.4955,0.1777,3
5,0.5,60,10,5,0.0,0.3,0.4955,0.1777,3
5,0.5,60,10,5,0.0,0.4,0.4955,0.1777,3
5,0.5,60,10,5,0.0,0.5,0.4955,0.1777,3
