smoothing,threshold,merge_gap_sec,min_duration_sec,min_windows,confidence_density,global_mpp,avg_event_f1,std_event_f1,fold_count
11,0.3,60,20,5,0.2,0.5,0.5792,0.1905,3
11,0.3,60,20,3,0.1,0.5,0.5792,0.1905,3
11,0.3,60,20,3,0.2,0.5,0.5792,0.1905,3
11,0.3,60,20,5,0.0,0.5,0.5792,0.1905,3
11,0.3,90,20,2,0.2,0.5,0.5792,0.1905,3
11,0.3,90,20,5,0.2,0.5,0.5792,0.1905,3
11,0.3,90,20,3,0.0,0.5,0.5792,0.1905,3
11,0.3,60,20,5,0.1,0.5,0.5792,0.1905,3
11,0.3,60,20,2,0.1,0.5,0.5792,0.1905,3
11,0.3,90,20,3,0.2,0.5,0.5792,0.1905,3
11,0.3,90,20,2,0.0,0.5,0.5792,0.1905,3
5,0.4,90,20,3,0.2,0.5,0.5792,0.1905,3
5,0.4,90,20,2,0.2,0.6,0.5792,0.1905,3
5,0.4,90,20,2,0.2,0.5,0.5792,0.1905,3
11,0.3,60,20,3,0.0,0.5,0.5792,0.1905,3
11,0.3,90,20,3,0.1,0.5,0.5792,0.1905,3
5,0.4,90,20,5,0.2,0.5,0.5792,0.1905,3
11,0.3,90,20,5,0.0,0.5,0.5792,0.1905,3
11,0.3,90,20,2,0.1,0.5,0.5792,0.1905,3
11,0.3,90,20,5,0.1,0.5,0.5792,0.1905,3
11,0.3,60,20,2,0.0,0.5,0.5792,0.1905,3
11,0.3,60,20,2,0.2,0.5,0.5792,0.1905,3
5,0.4,90,20,5,0.2,0.6,0.5792,0.1905,3
5,0.4,90,20,3,0.2,0.6,0.5792,0.1905,3
5,0.4,60,20,3,0.0,0.6,0.5674,0.1813,3
11,0.3,60,20,5,0.2,0.4,0.5674,0.1813,3
5,0.4,60,20,2,0.2,0.6,0.5674,0.1813,3
11,0.3,60,20,5,0.0,0.4,0.5674,0.1813,3
11,0.3,60,20,3,0.2,0.4,0.5674,0.1813,3
5,0.4,60,20,2,0.2,0.5,0.5674,0.1813,3
11,0.3,90,20,2,0.2,0.4,0.5674,0.1813,3
11,0.3,90,20,2,0.2,0.3,0.5674,0.1813,3
5,0.4,60,20,2,0.1,0.6,0.5674,0.1813,3
11,0.3,60,20,2,0.2,0.4,0.5674,0.1813,3
11,0.3,60,20,2,0.1,0.4,0.5674,0.1813,3
11,0.3,90,20,3,0.1,0.4,0.5674,0.1813,3
11,0.3,90,20,5,0.0,0.4,0.5674,0.1813,3
11,0.3,90,20,3,0.0,0.4,0.5674,0.1813,3
5,0.4,60,20,2,0.0,0.6,0.5674,0.1813,3
11,0.3,60,20,5,0.1,0.4,0.5674,0.1813,3
11,0.3,90,20,3,0.2,0.3,0.5674,0.1813,3
11,0.3,90,20,3,0.2,0.4,0.5674,0.1813,3
11,0.3,90,20,2,0.0,0.4,0.5674,0.1813,3
11,0.3,60,20,3,0.0,0.4,0.5674,0.1813,3
11,0.3,90,20,5,0.2,0.4,0.5674,0.1813,3
11,0.3,90,20,5,0.2,0.3,0.5674,0.1813,3
11,0.3,60,20,3,0.1,0.4,0.5674,0.1813,3
11,0.3,90,20,5,0.1,0.4,0.5674,0.1813,3
11,0.3,90,20,2,0.1,0.4,0.5674,0.1813,3
7,0.3,60,20,2,0.0,0.5,0.5674,0.1813,3
11,0.3,60,20,2,0.0,0.4,0.5674,0.1813,3
7,0.3,60,20,3,0.0,0.5,0.5674,0.1813,3
7,0.3,60,20,3,0.2,0.5,0.5674,0.1813,3
7,0.3,60,20,5,0.0,0.5,0.5674,0.1813,3
7,0.3,60,20,5,0.1,0.5,0.5674,0.1813,3
7,0.3,60,20,2,0.2,0.5,0.5674,0.1813,3
7,0.3,60,20,3,0.1,0.5,0.5674,0.1813,3
7,0.3,60,20,5,0.2,0.5,0.5674,0.1813,3
7,0.3,60,20,2,0.1,0.5,0.5674,0.1813,3
5,0.4,90,20,5,0.0,0.6,0.5674,0.1813,3
5,0.4,90,20,5,0.1,0.5,0.5674,0.1813,3
5,0.4,90,20,5,0.1,0.6,0.5674,0.1813,3
5,0.4,90,20,3,0.1,0.6,0.5674,0.1813,3
5,0.4,90,20,3,0.0,0.6,0.5674,0.1813,3
5,0.4,90,20,3,0.1,0.5,0.5674,0.1813,3
5,0.4,90,20,2,0.1,0.6,0.5674,0.1813,3
5,0.4,90,20,2,0.1,0.5,0.5674,0.1813,3
5,0.4,90,20,2,0.0,0.6,0.5674,0.1813,3
5,0.4,60,20,5,0.2,0.5,0.5674,0.1813,3
5,0.4,60,20,5,0.1,0.6,0.5674,0.1813,3
5,0.4,60,20,5,0.0,0.6,0.5674,0.1813,3
5,0.4,60,20,3,0.2,0.6,0.5674,0.1813,3
5,0.4,60,20,3,0.2,0.5,0.5674,0.1813,3
5,0.4,60,20,5,0.2,0.6,0.5674,0.1813,3
5,0.4,60,20,3,0.1,0.6,0.5674,0.1813,3
15,0.3,90,20,2,0.1,0.4,0.5672,0.1813,3
15,0.3,90,20,2,0.2,0.4,0.5672,0.1813,3
15,0.3,90,20,3,0.0,0.4,0.5672,0.1813,3
15,0.3,90,20,3,0.1,0.4,0.5672,0.1813,3
15,0.3,90,20,5,0.0,0.4,0.5672,0.1813,3
15,0.3,90,20,3,0.2,0.4,0.5672,0.1813,3
15,0.3,90,20,5,0.1,0.4,0.5672,0.1813,3
5,0.4,90,10,5,0.2,0.6,0.5672,0.1813,3
5,0.4,90,10,3,0.2,0.6,0.5672,0.1813,3
15,0.3,90,20,5,0.2,0.4,0.5672,0.1813,3
15,0.3,90,20,2,0.0,0.4,0.5672,0.1813,3
5,0.4,90,10,2,0.2,0.6,0.5672,0.1813,3
5,0.4,90,20,2,0.2,0.4,0.5672,0.1813,3
5,0.4,90,20,2,0.2,0.3,0.5672,0.1813,3
5,0.4,90,20,3,0.2,0.4,0.5672,0.1813,3
5,0.4,90,20,3,0.2,0.3,0.5672,0.1813,3
5,0.4,90,20,5,0.2,0.4,0.5672,0.1813,3
5,0.4,90,20,5,0.2,0.3,0.5672,0.1813,3
5,0.4,60,20,3,0.1,0.5,0.5562,0.1729,3
11,0.3,45,20,5,0.0,0.5,0.5562,0.1729,3
5,0.4,60,20,3,0.0,0.5,0.5562,0.1729,3
11,0.3,30,20,2,0.2,0.5,0.5562,0.1729,3
11,0.3,45,20,5,0.2,0.5,0.5562,0.1729,3
11,0.3,45,20,5,0.1,0.5,0.5562,0.1729,3
11,0.3,30,20,5,0.0,0.5,0.5562,0.1729,3
11,0.3,30,20,3,0.2,0.5,0.5562,0.1729,3
11,0.3,30,20,5,0.2,0.5,0.5562,0.1729,3
11,0.3,30,20,3,0.1,0.5,0.5562,0.1729,3
11,0.3,30,20,2,0.0,0.5,0.5562,0.1729,3
11,0.3,30,20,3,0.0,0.5,0.5562,0.1729,3
7,0.3,60,20,5,0.2,0.4,0.5562,0.1729,3
11,0.3,45,20,2,0.2,0.5,0.5562,0.1729,3
7,0.3,60,20,2,0.1,0.4,0.5562,0.1729,3
7,0.3,60,20,5,0.0,0.4,0.5562,0.1729,3
7,0.3,60,20,2,0.0,0.4,0.5562,0.1729,3
11,0.3,45,20,3,0.1,0.5,0.5562,0.1729,3
11,0.3,45,20,3,0.2,0.5,0.5562,0.1729,3
7,0.3,60,20,3,0.0,0.4,0.5562,0.1729,3
11,0.3,45,20,3,0.0,0.5,0.5562,0.1729,3
7,0.3,60,20,5,0.1,0.4,0.5562,0.1729,3
5,0.4,60,20,5,0.0,0.5,0.5562,0.1729,3
5,0.4,60,20,2,0.1,0.5,0.5562,0.1729,3
5,0.4,60,20,5,0.1,0.5,0.5562,0.1729,3
7,0.3,60,20,3,0.2,0.4,0.5562,0.1729,3
5,0.4,60,20,2,0.0,0.5,0.5562,0.1729,3
7,0.3,60,20,2,0.2,0.4,0.5562,0.1729,3
11,0.3,45,20,2,0.1,0.5,0.5562,0.1729,3
11,0.3,45,20,2,0.0,0.5,0.5562,0.1729,3
11,0.3,30,20,5,0.1,0.5,0.5562,0.1729,3
11,0.3,30,20,2,0.1,0.5,0.5562,0.1729,3
7,0.3,60,20,3,0.1,0.4,0.5562,0.1729,3
7,0.4,90,10,5,0.2,0.4,0.5559,0.1727,3
5,0.4,90,20,2,0.0,0.5,0.5559,0.1727,3
15,0.3,90,20,3,0.2,0.3,0.5559,0.1727,3
15,0.3,90,20,5,0.1,0.3,0.5559,0.1727,3
5,0.4,60,10,5,0.1,0.6,0.5559,0.1727,3
5,0.4,60,10,2,0.1,0.6,0.5559,0.1727,3
11,0.3,60,20,2,0.1,0.3,0.5559,0.1727,3
11,0.3,60,20,3,0.0,0.3,0.5559,0.1727,3
15,0.3,90,20,3,0.1,0.3,0.5559,0.1727,3
15,0.3,90,20,2,0.2,0.3,0.5559,0.1727,3
15,0.3,90,20,2,0.1,0.3,0.5559,0.1727,3
5,0.4,90,10,2,0.1,0.6,0.5559,0.1727,3
7,0.4,90,10,3,0.2,0.3,0.5559,0.1727,3
11,0.3,60,20,3,0.2,0.3,0.5559,0.1727,3
5,0.4,60,20,2,0.2,0.4,0.5559,0.1727,3
11,0.3,60,20,5,0.0,0.3,0.5559,0.1727,3
15,0.3,90,20,2,0.0,0.3,0.5559,0.1727,3
11,0.3,60,20,2,0.0,0.3,0.5559,0.1727,3
5,0.4,60,10,5,0.0,0.6,0.5559,0.1727,3
5,0.4,90,20,2,0.1,0.4,0.5559,0.1727,3
5,0.4,90,20,2,0.1,0.3,0.5559,0.1727,3
7,0.4,90,10,2,0.2,0.3,0.5559,0.1727,3
5,0.4,60,10,3,0.1,0.6,0.5559,0.1727,3
5,0.4,60,10,2,0.0,0.6,0.5559,0.1727,3
7,0.4,90,10,5,0.2,0.5,0.5559,0.1727,3
7,0.4,90,10,2,0.2,0.4,0.5559,0.1727,3
7,0.4,90,10,2,0.2,0.5,0.5559,0.1727,3
15,0.3,90,20,5,0.2,0.3,0.5559,0.1727,3
5,0.4,90,10,2,0.0,0.6,0.5559,0.1727,3
11,0.3,60,20,5,0.2,0.3,0.5559,0.1727,3
15,0.3,90,20,3,0.0,0.3,0.5559,0.1727,3
5,0.4,90,10,5,0.1,0.6,0.5559,0.1727,3
5,0.4,90,10,5,0.0,0.6,0.5559,0.1727,3
15,0.3,90,20,5,0.0,0.3,0.5559,0.1727,3
11,0.3,60,20,3,0.1,0.3,0.5559,0.1727,3
7,0.4,90,10,5,0.2,0.3,0.5559,0.1727,3
11,0.3,90,20,2,0.0,0.3,0.5559,0.1727,3
11,0.3,60,20,5,0.1,0.3,0.5559,0.1727,3
11,0.3,90,20,5,0.0,0.3,0.5559,0.1727,3
5,0.4,90,10,3,0.1,0.6,0.5559,0.1727,3
11,0.3,60,20,2,0.2,0.3,0.5559,0.1727,3
5,0.4,60,10,3,0.2,0.6,0.5559,0.1727,3
5,0.4,60,20,2,0.2,0.3,0.5559,0.1727,3
5,0.4,60,10,5,0.2,0.6,0.5559,0.1727,3
5,0.4,60,20,3,0.2,0.4,0.5559,0.1727,3
5,0.4,60,20,3,0.2,0.3,0.5559,0.1727,3
7,0.3,90,20,5,0.1,0.5,0.5559,0.1727,3
7,0.3,90,20,5,0.1,0.4,0.5559,0.1727,3
7,0.3,90,20,5,0.0,0.5,0.5559,0.1727,3
7,0.3,90,20,5,0.0,0.4,0.5559,0.1727,3
7,0.3,90,20,3,0.1,0.5,0.5559,0.1727,3
5,0.4,90,20,3,0.0,0.5,0.5559,0.1727,3
11,0.3,90,20,3,0.1,0.3,0.5559,0.1727,3
11,0.3,90,20,3,0.0,0.3,0.5559,0.1727,3
11,0.3,90,20,2,0.1,0.3,0.5559,0.1727,3
11,0.3,90,20,5,0.1,0.3,0.5559,0.1727,3
7,0.4,90,10,3,0.2,0.4,0.5559,0.1727,3
5,0.4,90,10,3,0.0,0.6,0.5559,0.1727,3
5,0.4,60,10,2,0.2,0.6,0.5559,0.1727,3
7,0.3,90,20,2,0.1,0.4,0.5559,0.1727,3
7,0.3,90,20,2,0.0,0.5,0.5559,0.1727,3
7,0.3,90,20,2,0.0,0.4,0.5559,0.1727,3
5,0.4,90,20,3,0.1,0.4,0.5559,0.1727,3
7,0.4,90,10,3,0.2,0.5,0.5559,0.1727,3
5,0.4,90,20,3,0.1,0.3,0.5559,0.1727,3
5,0.4,60,10,3,0.0,0.6,0.5559,0.1727,3
7,0.3,90,20,2,0.1,0.5,0.5559,0.1727,3
5,0.4,90,20,5,0.1,0.4,0.5559,0.1727,3
5,0.4,90,20,5,0.1,0.3,0.5559,0.1727,3
5,0.4,90,20,5,0.0,0.5,0.5559,0.1727,3
7,0.3,90,20,3,0.1,0.4,0.5559,0.1727,3
7,0.3,90,20,3,0.0,0.4,0.5559,0.1727,3
7,0.3,90,20,3,0.0,0.5,0.5559,0.1727,3
5,0.4,60,20,5,0.2,0.4,0.5559,0.1727,3
5,0.4,60,20,5,0.2,0.3,0.5559,0.1727,3
7,0.4,90,20,5,0.2,0.3,0.5542,0.1838,3
7,0.4,90,20,5,0.2,0.4,0.5542,0.1838,3
7,0.4,90,20,5,0.2,0.5,0.5542,0.1838,3
7,0.4,90,20,3,0.2,0.3,0.5542,0.1838,3
7,0.4,90,20,3,0.2,0.4,0.5542,0.1838,3
7,0.4,90,20,3,0.2,0.5,0.5542,0.1838,3
7,0.4,90,20,2,0.2,0.5,0.5542,0.1838,3
7,0.4,90,20,2,0.2,0.4,0.5542,0.1838,3
7,0.4,90,20,2,0.2,0.3,0.5542,0.1838,3
11,0.3,90,30,2,0.0,0.5,0.5529,0.209,3
11,0.3,90,30,3,0.2,0.5,0.5529,0.209,3
11,0.3,90,30,5,0.0,0.5,0.5529,0.209,3
11,0.3,90,30,2,0.1,0.5,0.5529,0.209,3
11,0.3,60,30,3,0.0,0.5,0.5529,0.209,3
11,0.3,60,30,2,0.1,0.5,0.5529,0.209,3
11,0.3,60,30,2,0.0,0.5,0.5529,0.209,3
11,0.3,60,30,3,0.2,0.5,0.5529,0.209,3
11,0.3,90,30,3,0.1,0.5,0.5529,0.209,3
11,0.3,60,30,2,0.2,0.5,0.5529,0.209,3
11,0.3,60,30,5,0.1,0.5,0.5529,0.209,3
11,0.3,60,30,3,0.1,0.5,0.5529,0.209,3
11,0.3,90,30,5,0.1,0.5,0.5529,0.209,3
11,0.3,90,30,3,0.0,0.5,0.5529,0.209,3
11,0.3,90,30,2,0.2,0.5,0.5529,0.209,3
11,0.3,60,30,5,0.2,0.5,0.5529,0.209,3
11,0.3,60,30,5,0.0,0.5,0.5529,0.209,3
11,0.3,90,30,5,0.2,0.5,0.5529,0.209,3
5,0.4,20,20,2,0.1,0.6,0.5456,0.165,3
5,0.4,45,20,3,0.1,0.6,0.5456,0.165,3
5,0.4,45,20,2,0.2,0.6,0.5456,0.165,3
11,0.3,45,20,3,0.2,0.4,0.5456,0.165,3
5,0.4,45,20,2,0.2,0.5,0.5456,0.165,3
5,0.4,20,20,2,0.0,0.6,0.5456,0.165,3
5,0.4,20,20,2,0.1,0.5,0.5456,0.165,3
7,0.3,30,20,2,0.1,0.4,0.5456,0.165,3
7,0.3,30,20,2,0.1,0.5,0.5456,0.165,3
7,0.3,30,20,2,0.2,0.4,0.5456,0.165,3
11,0.3,20,20,3,0.2,0.5,0.5456,0.165,3
7,0.3,45,20,5,0.2,0.5,0.5456,0.165,3
7,0.3,45,20,3,0.2,0.5,0.5456,0.165,3
5,0.4,20,20,3,0.1,0.6,0.5456,0.165,3
11,0.3,45,20,2,0.2,0.4,0.5456,0.165,3
7,0.3,45,20,5,0.1,0.5,0.5456,0.165,3
7,0.3,45,20,2,0.2,0.5,0.5456,0.165,3
5,0.4,20,20,3,0.2,0.5,0.5456,0.165,3
5,0.4,45,20,3,0.0,0.6,0.5456,0.165,3
5,0.4,45,20,5,0.2,0.5,0.5456,0.165,3
5,0.4,45,20,5,0.2,0.6,0.5456,0.165,3
5,0.4,45,20,5,0.1,0.6,0.5456,0.165,3
5,0.4,20,20,2,0.0,0.5,0.5456,0.165,3
11,0.3,45,20,3,0.1,0.4,0.5456,0.165,3
5,0.4,45,20,5,0.0,0.6,0.5456,0.165,3
7,0.3,45,20,2,0.1,0.5,0.5456,0.165,3
11,0.3,30,20,5,0.0,0.4,0.5456,0.165,3
7,0.3,30,20,5,0.1,0.4,0.5456,0.165,3
5,0.4,20,20,2,0.2,0.6,0.5456,0.165,3
5,0.4,20,20,5,0.2,0.6,0.5456,0.165,3
5,0.4,20,20,2,0.2,0.5,0.5456,0.165,3
7,0.3,30,20,3,0.2,0.4,0.5456,0.165,3
11,0.3,45,20,5,0.0,0.4,0.5456,0.165,3
7,0.3,45,20,3,0.1,0.5,0.5456,0.165,3
7,0.3,45,20,3,0.0,0.5,0.5456,0.165,3
11,0.3,30,20,2,0.2,0.4,0.5456,0.165,3
11,0.3,30,20,2,0.1,0.4,0.5456,0.165,3
7,0.3,45,20,5,0.0,0.5,0.5456,0.165,3
7,0.3,30,20,3,0.1,0.4,0.5456,0.165,3
5,0.4,45,20,2,0.0,0.6,0.5456,0.165,3
11,0.3,45,20,3,0.0,0.4,0.5456,0.165,3
5,0.4,45,20,3,0.2,0.5,0.5456,0.165,3
5,0.4,45,20,2,0.1,0.6,0.5456,0.165,3
11,0.3,45,20,5,0.2,0.4,0.5456,0.165,3
11,0.3,45,20,5,0.1,0.4,0.5456,0.165,3
11,0.3,20,20,3,0.0,0.5,0.5456,0.165,3
11,0.3,20,20,3,0.1,0.5,0.5456,0.165,3
5,0.4,20,20,5,0.0,0.5,0.5456,0.165,3
11,0.3,20,20,2,0.1,0.5,0.5456,0.165,3
7,0.3,30,20,5,0.0,0.4,0.5456,0.165,3
5,0.4,20,20,5,0.2,0.5,0.5456,0.165,3
5,0.4,20,20,5,0.0,0.6,0.5456,0.165,3
11,0.3,20,20,2,0.0,0.5,0.5456,0.165,3
11,0.3,20,20,5,0.1,0.5,0.5456,0.165,3
7,0.3,30,20,3,0.2,0.5,0.5456,0.165,3
7,0.3,30,20,2,0.2,0.5,0.5456,0.165,3
7,0.3,30,20,3,0.1,0.5,0.5456,0.165,3
11,0.3,30,20,2,0.0,0.4,0.5456,0.165,3
7,0.3,30,20,3,0.0,0.5,0.5456,0.165,3
5,0.4,20,20,5,0.1,0.6,0.5456,0.165,3
5,0.4,20,20,5,0.1,0.5,0.5456,0.165,3
11,0.3,20,20,5,0.0,0.5,0.5456,0.165,3
7,0.3,30,20,2,0.0,0.4,0.5456,0.165,3
11,0.3,20,20,5,0.2,0.5,0.5456,0.165,3
11,0.3,20,20,2,0.2,0.5,0.5456,0.165,3
7,0.3,30,20,3,0.0,0.4,0.5456,0.165,3
7,0.3,30,20,5,0.2,0.5,0.5456,0.165,3
7,0.3,30,20,5,0.1,0.5,0.5456,0.165,3
7,0.3,30,20,5,0.2,0.4,0.5456,0.165,3
7,0.3,30,20,2,0.0,0.5,0.5456,0.165,3
7,0.3,30,20,5,0.0,0.5,0.5456,0.165,3
11,0.3,30,20,3,0.0,0.4,0.5456,0.165,3
11,0.3,45,20,2,0.1,0.4,0.5456,0.165,3
11,0.3,45,20,2,0.0,0.4,0.5456,0.165,3
5,0.4,20,20,3,0.2,0.6,0.5456,0.165,3
11,0.3,30,20,5,0.1,0.4,0.5456,0.165,3
11,0.3,30,20,3,0.2,0.4,0.5456,0.165,3
7,0.3,45,20,2,0.0,0.5,0.5456,0.165,3
5,0.4,20,20,3,0.0,0.5,0.5456,0.165,3
5,0.4,20,20,3,0.0,0.6,0.5456,0.165,3
5,0.4,20,20,3,0.1,0.5,0.5456,0.165,3
11,0.3,30,20,5,0.2,0.4,0.5456,0.165,3
11,0.3,30,20,3,0.1,0.4,0.5456,0.165,3
5,0.4,45,20,3,0.2,0.6,0.5456,0.165,3
15,0.3,45,20,2,0.2,0.4,0.5451,0.1647,3
15,0.3,60,20,5,0.0,0.4,0.5451,0.1647,3
15,0.4,45,10,3,0.1,0.3,0.5451,0.1647,3
5,0.4,60,20,5,0.0,0.4,0.5451,0.1647,3
5,0.4,60,20,5,0.1,0.3,0.5451,0.1647,3
5,0.4,60,20,5,0.1,0.4,0.5451,0.1647,3
15,0.3,60,20,2,0.2,0.4,0.5451,0.1647,3
15,0.4,45,10,5,0.2,0.4,0.5451,0.1647,3
5,0.4,60,20,5,0.0,0.3,0.5451,0.1647,3
15,0.4,45,10,5,0.1,0.4,0.5451,0.1647,3
15,0.4,45,10,3,0.1,0.4,0.5451,0.1647,3
15,0.4,45,10,3,0.2,0.4,0.5451,0.1647,3
15,0.4,45,10,5,0.0,0.3,0.5451,0.1647,3
15,0.4,45,10,5,0.1,0.3,0.5451,0.1647,3
15,0.4,45,10,5,0.0,0.4,0.5451,0.1647,3
15,0.3,60,20,3,0.1,0.4,0.5451,0.1647,3
15,0.3,60,20,3,0.0,0.4,0.5451,0.1647,3
15,0.3,60,20,3,0.2,0.4,0.5451,0.1647,3
15,0.4,60,10,3,0.0,0.3,0.5451,0.1647,3
15,0.4,60,10,2,0.1,0.4,0.5451,0.1647,3
15,0.4,60,10,2,0.2,0.3,0.5451,0.1647,3
15,0.4,60,10,2,0.2,0.4,0.5451,0.1647,3
15,0.4,60,10,2,0.1,0.3,0.5451,0.1647,3
15,0.4,60,10,5,0.1,0.3,0.5451,0.1647,3
15,0.4,60,10,5,0.1,0.4,0.5451,0.1647,3
5,0.4,60,20,2,0.1,0.3,0.5451,0.1647,3
5,0.4,60,20,2,0.1,0.4,0.5451,0.1647,3
5,0.4,90,10,3,0.2,0.5,0.5451,0.1647,3
15,0.4,60,10,5,0.0,0.3,0.5451,0.1647,3
15,0.4,60,10,2,0.0,0.4,0.5451,0.1647,3
15,0.4,60,10,2,0.0,0.3,0.5451,0.1647,3
15,0.4,60,10,3,0.2,0.3,0.5451,0.1647,3
15,0.4,60,10,3,0.2,0.4,0.5451,0.1647,3
15,0.4,45,10,2,0.2,0.3,0.5451,0.1647,3
15,0.4,45,10,2,0.2,0.4,0.5451,0.1647,3
5,0.4,60,20,2,0.0,0.4,0.5451,0.1647,3
5,0.4,60,20,2,0.0,0.3,0.5451,0.1647,3
15,0.4,45,10,3,0.0,0.4,0.5451,0.1647,3
15,0.4,45,10,3,0.0,0.3,0.5451,0.1647,3
15,0.4,60,10,5,0.0,0.4,0.5451,0.1647,3
15,0.3,60,20,2,0.1,0.4,0.5451,0.1647,3
15,0.4,45,10,3,0.2,0.3,0.5451,0.1647,3
15,0.3,45,20,2,0.1,0.4,0.5451,0.1647,3
15,0.3,45,20,3,0.2,0.4,0.5451,0.1647,3
15,0.3,45,20,5,0.2,0.4,0.5451,0.1647,3
15,0.3,45,20,5,0.1,0.4,0.5451,0.1647,3
15,0.3,45,20,5,0.0,0.4,0.5451,0.1647,3
15,0.4,60,10,3,0.0,0.4,0.5451,0.1647,3
15,0.4,60,10,3,0.1,0.3,0.5451,0.1647,3
15,0.4,60,10,3,0.1,0.4,0.5451,0.1647,3
5,0.4,90,10,2,0.2,0.5,0.5451,0.1647,3
5,0.4,60,20,3,0.0,0.4,0.5451,0.1647,3
5,0.4,60,20,3,0.0,0.3,0.5451,0.1647,3
15,0.4,60,10,5,0.2,0.4,0.5451,0.1647,3
15,0.4,60,10,5,0.2,0.3,0.5451,0.1647,3
15,0.4,90,10,3,0.1,0.4,0.5451,0.1647,3
15,0.4,45,10,2,0.0,0.3,0.5451,0.1647,3
15,0.4,45,10,2,0.0,0.4,0.5451,0.1647,3
15,0.4,45,10,2,0.1,0.3,0.5451,0.1647,3
5,0.4,60,20,3,0.1,0.4,0.5451,0.1647,3
5,0.4,60,20,3,0.1,0.3,0.5451,0.1647,3
5,0.4,90,10,5,0.2,0.5,0.5451,0.1647,3
15,0.4,45,10,2,0.1,0.4,0.5451,0.1647,3
15,0.4,90,10,3,0.0,0.4,0.5451,0.1647,3
15,0.4,90,10,3,0.1,0.3,0.5451,0.1647,3
15,0.4,90,10,2,0.0,0.3,0.5451,0.1647,3
15,0.4,90,10,3,0.2,0.3,0.5451,0.1647,3
15,0.4,90,10,3,0.2,0.4,0.5451,0.1647,3
15,0.4,90,10,2,0.2,0.4,0.5451,0.1647,3
15,0.3,60,20,5,0.1,0.4,0.5451,0.1647,3
15,0.3,60,20,5,0.2,0.4,0.5451,0.1647,3
15,0.4,90,10,2,0.1,0.4,0.5451,0.1647,3
15,0.4,90,10,2,0.2,0.3,0.5451,0.1647,3
15,0.4,90,10,3,0.0,0.3,0.5451,0.1647,3
15,0.4,90,10,2,0.1,0.3,0.5451,0.1647,3
15,0.4,90,10,5,0.2,0.3,0.5451,0.1647,3
15,0.4,90,10,5,0.1,0.4,0.5451,0.1647,3
15,0.4,90,10,5,0.2,0.4,0.5451,0.1647,3
15,0.4,90,10,2,0.0,0.4,0.5451,0.1647,3
15,0.4,90,10,5,0.0,0.4,0.5451,0.1647,3
15,0.4,90,10,5,0.1,0.3,0.5451,0.1647,3
15,0.3,45,20,3,0.0,0.4,0.5451,0.1647,3
15,0.4,90,10,5,0.0,0.3,0.5451,0.1647,3
15,0.4,45,10,5,0.2,0.3,0.5451,0.1647,3
15,0.3,60,20,2,0.0,0.4,0.5451,0.1647,3
15,0.3,45,20,2,0.0,0.4,0.5451,0.1647,3
15,0.3,45,20,3,0.1,0.4,0.5451,0.1647,3
11,0.4,90,10,2,0.2,0.4,0.545,0.1646,3
11,0.4,90,10,2,0.2,0.5,0.545,0.1646,3
7,0.4,90,10,5,0.0,0.5,0.545,0.1646,3
11,0.4,90,10,3,0.0,0.5,0.545,0.1646,3
7,0.4,90,10,2,0.1,0.4,0.545,0.1646,3
7,0.4,90,10,2,0.1,0.3,0.545,0.1646,3
7,0.4,90,10,5,0.1,0.3,0.545,0.1646,3
7,0.4,90,10,3,0.0,0.4,0.545,0.1646,3
7,0.4,90,10,3,0.0,0.3,0.545,0.1646,3
7,0.4,90,10,2,0.1,0.5,0.545,0.1646,3
5,0.4,90,20,2,0.0,0.4,0.545,0.1646,3
11,0.4,90,10,3,0.2,0.3,0.545,0.1646,3
7,0.4,90,10,5,0.1,0.5,0.545,0.1646,3
11,0.4,90,10,3,0.2,0.4,0.545,0.1646,3
5,0.4,90,20,2,0.0,0.3,0.545,0.1646,3
11,0.4,90,10,5,0.0,0.5,0.545,0.1646,3
11,0.4,90,10,2,0.1,0.5,0.545,0.1646,3
7,0.4,90,10,3,0.1,0.4,0.545,0.1646,3
7,0.4,90,10,5,0.0,0.4,0.545,0.1646,3
7,0.4,90,10,5,0.1,0.4,0.545,0.1646,3
7,0.4,90,10,3,0.1,0.3,0.545,0.1646,3
7,0.4,90,10,3,0.0,0.5,0.545,0.1646,3
7,0.4,90,10,2,0.0,0.4,0.545,0.1646,3
7,0.4,90,10,2,0.0,0.5,0.545,0.1646,3
7,0.4,90,10,2,0.0,0.3,0.545,0.1646,3
11,0.4,90,10,2,0.0,0.5,0.545,0.1646,3
11,0.4,90,10,5,0.2,0.3,0.545,0.1646,3
11,0.4,90,10,5,0.1,0.5,0.545,0.1646,3
11,0.4,90,10,5,0.2,0.5,0.545,0.1646,3
11,0.4,90,10,5,0.2,0.4,0.545,0.1646,3
11,0.4,90,10,3,0.2,0.5,0.545,0.1646,3
5,0.4,90,20,5,0.0,0.3,0.545,0.1646,3
7,0.4,90,10,5,0.0,0.3,0.545,0.1646,3
11,0.4,90,10,3,0.1,0.5,0.545,0.1646,3
7,0.4,90,10,3,0.1,0.5,0.545,0.1646,3
11,0.4,90,10,2,0.2,0.3,0.545,0.1646,3
5,0.4,90,20,3,0.0,0.4,0.545,0.1646,3
5,0.4,90,20,3,0.0,0.3,0.545,0.1646,3
5,0.4,90,20,5,0.0,0.4,0.545,0.1646,3
7,0.4,90,20,3,0.0,0.5,0.5427,0.1751,3
