true_positive_events,false_positive_events,false_negative_events,total_gt_events,total_predicted_events,precision,recall,f1,balanced_accuracy,mcc,cohen_kappa,alarm_rate,suppression_rate,note_non_computable,smoothing_window,threshold,min_duration,min_peak_probability,calibration_applied,matching_strategy
9,1,14,23,10,0.9,0.391304,0.545455,,,,10,0.9936,balanced_accuracy/mcc/cohen_kappa require TN count. TN is not defined at event level without enumerating seizure-free EDFs.,21,0.01,1,0.95,True,auto
