smoothing_window,threshold,min_duration,min_peak_probability,true_positive_events,false_positive_events,false_negative_events,total_gt_events,total_predicted_events,precision,recall,f1,balanced_accuracy,mcc,cohen_kappa,alarm_rate,suppression_rate,total_events_before_suppression,suppressed_events,retained_events
7,0.05,7,0.99,10,14,13,23,24,0.416667,0.434783,0.425532,,,,24,0.9941,4096,4072,24
7,0.05,10,0.5,14,189,9,23,203,0.068966,0.608696,0.123894,,,,203,0.9504,4096,3893,203
7,0.05,10,0.55,13,149,10,23,162,0.080247,0.565217,0.140541,,,,162,0.9604,4096,3934,162
7,0.05,10,0.6,12,118,11,23,130,0.092308,0.521739,0.156863,,,,130,0.9683,4096,3966,130
7,0.05,10,0.65,12,97,11,23,109,0.110092,0.521739,0.181818,,,,109,0.9734,4096,3987,109
7,0.05,10,0.7,12,81,11,23,93,0.129032,0.521739,0.206897,,,,93,0.9773,4096,4003,93
7,0.05,10,0.75,12,66,11,23,78,0.153846,0.521739,0.237624,,,,78,0.981,4096,4018,78
7,0.05,10,0.8,12,51,11,23,63,0.190476,0.521739,0.27907,,,,63,0.9846,4096,4033,63
7,0.05,10,0.85,12,40,11,23,52,0.230769,0.521739,0.32,,,,52,0.9873,4096,4044,52
7,0.05,10,0.9,11,28,12,23,39,0.282051,0.478261,0.354839,,,,39,0.9905,4096,4057,39
7,0.05,10,0.95,10,24,13,23,34,0.294118,0.434783,0.350877,,,,34,0.9917,4096,4062,34
7,0.05,10,0.99,10,13,13,23,23,0.434783,0.434783,0.434783,,,,23,0.9944,4096,4073,23
7,0.05,15,0.5,13,187,10,23,200,0.065,0.565217,0.116592,,,,200,0.9512,4096,3896,200
7,0.05,15,0.55,13,147,10,23,160,0.08125,0.565217,0.142077,,,,160,0.9609,4096,3936,160
7,0.05,15,0.6,12,117,11,23,129,0.093023,0.521739,0.157895,,,,129,0.9685,4096,3967,129
7,0.05,15,0.65,12,96,11,23,108,0.111111,0.521739,0.183206,,,,108,0.9736,4096,3988,108
7,0.05,15,0.7,12,80,11,23,92,0.130435,0.521739,0.208696,,,,92,0.9775,4096,4004,92
7,0.05,15,0.75,12,65,11,23,77,0.155844,0.521739,0.24,,,,77,0.9812,4096,4019,77
7,0.05,15,0.8,12,51,11,23,63,0.190476,0.521739,0.27907,,,,63,0.9846,4096,4033,63
7,0.05,15,0.85,12,40,11,23,52,0.230769,0.521739,0.32,,,,52,0.9873,4096,4044,52
7,0.05,15,0.9,11,28,12,23,39,0.282051,0.478261,0.354839,,,,39,0.9905,4096,4057,39
7,0.05,15,0.95,10,24,13,23,34,0.294118,0.434783,0.350877,,,,34,0.9917,4096,4062,34
7,0.05,15,0.99,10,13,13,23,23,0.434783,0.434783,0.434783,,,,23,0.9944,4096,4073,23
7,0.06,1,0.5,14,200,9,23,214,0.065421,0.608696,0.118143,,,,214,0.947,4039,3825,214
7,0.06,1,0.55,13,155,10,23,168,0.077381,0.565217,0.136126,,,,168,0.9584,4039,3871,168
7,0.06,1,0.6,12,121,11,23,133,0.090226,0.521739,0.153846,,,,133,0.9671,4039,3906,133
7,0.06,1,0.65,12,100,11,23,112,0.107143,0.521739,0.177778,,,,112,0.9723,4039,3927,112
7,0.06,1,0.7,12,83,11,23,95,0.126316,0.521739,0.20339,,,,95,0.9765,4039,3944,95
7,0.06,1,0.75,12,68,11,23,80,0.15,0.521739,0.23301,,,,80,0.9802,4039,3959,80
7,0.06,1,0.8,12,53,11,23,65,0.184615,0.521739,0.272727,,,,65,0.9839,4039,3974,65
7,0.06,1,0.85,12,42,11,23,54,0.222222,0.521739,0.311688,,,,54,0.9866,4039,3985,54
7,0.06,1,0.9,11,30,12,23,41,0.268293,0.478261,0.34375,,,,41,0.9898,4039,3998,41
7,0.06,1,0.95,10,26,13,23,36,0.277778,0.434783,0.338983,,,,36,0.9911,4039,4003,36
7,0.06,1,0.99,10,15,13,23,25,0.4,0.434783,0.416667,,,,25,0.9938,4039,4014,25
7,0.06,2,0.5,14,200,9,23,214,0.065421,0.608696,0.118143,,,,214,0.947,4039,3825,214
7,0.06,2,0.55,13,155,10,23,168,0.077381,0.565217,0.136126,,,,168,0.9584,4039,3871,168
7,0.06,2,0.6,12,121,11,23,133,0.090226,0.521739,0.153846,,,,133,0.9671,4039,3906,133
7,0.06,2,0.65,12,100,11,23,112,0.107143,0.521739,0.177778,,,,112,0.9723,4039,3927,112
7,0.06,2,0.7,12,83,11,23,95,0.126316,0.521739,0.20339,,,,95,0.9765,4039,3944,95
7,0.06,2,0.75,12,68,11,23,80,0.15,0.521739,0.23301,,,,80,0.9802,4039,3959,80
7,0.06,2,0.8,12,53,11,23,65,0.184615,0.521739,0.272727,,,,65,0.9839,4039,3974,65
7,0.06,2,0.85,12,42,11,23,54,0.222222,0.521739,0.311688,,,,54,0.9866,4039,3985,54
7,0.06,2,0.9,11,30,12,23,41,0.268293,0.478261,0.34375,,,,41,0.9898,4039,3998,41
7,0.06,2,0.95,10,26,13,23,36,0.277778,0.434783,0.338983,,,,36,0.9911,4039,4003,36
7,0.06,2,0.99,10,15,13,23,25,0.4,0.434783,0.416667,,,,25,0.9938,4039,4014,25
7,0.06,3,0.5,14,200,9,23,214,0.065421,0.608696,0.118143,,,,214,0.947,4039,3825,214
7,0.06,3,0.55,13,155,10,23,168,0.077381,0.565217,0.136126,,,,168,0.9584,4039,3871,168
7,0.06,3,0.6,12,121,11,23,133,0.090226,0.521739,0.153846,,,,133,0.9671,4039,3906,133
7,0.06,3,0.65,12,100,11,23,112,0.107143,0.521739,0.177778,,,,112,0.9723,4039,3927,112
7,0.06,3,0.7,12,83,11,23,95,0.126316,0.521739,0.20339,,,,95,0.9765,4039,3944,95
7,0.06,3,0.75,12,68,11,23,80,0.15,0.521739,0.23301,,,,80,0.9802,4039,3959,80
7,0.06,3,0.8,12,53,11,23,65,0.184615,0.521739,0.272727,,,,65,0.9839,4039,3974,65
7,0.06,3,0.85,12,42,11,23,54,0.222222,0.521739,0.311688,,,,54,0.9866,4039,3985,54
7,0.06,3,0.9,11,30,12,23,41,0.268293,0.478261,0.34375,,,,41,0.9898,4039,3998,41
7,0.06,3,0.95,10,26,13,23,36,0.277778,0.434783,0.338983,,,,36,0.9911,4039,4003,36
7,0.06,3,0.99,10,15,13,23,25,0.4,0.434783,0.416667,,,,25,0.9938,4039,4014,25
7,0.06,5,0.5,14,200,9,23,214,0.065421,0.608696,0.118143,,,,214,0.947,4039,3825,214
7,0.06,5,0.55,13,155,10,23,168,0.077381,0.565217,0.136126,,,,168,0.9584,4039,3871,168
7,0.06,5,0.6,12,121,11,23,133,0.090226,0.521739,0.153846,,,,133,0.9671,4039,3906,133
7,0.06,5,0.65,12,100,11,23,112,0.107143,0.521739,0.177778,,,,112,0.9723,4039,3927,112
7,0.06,5,0.7,12,83,11,23,95,0.126316,0.521739,0.20339,,,,95,0.9765,4039,3944,95
7,0.06,5,0.75,12,68,11,23,80,0.15,0.521739,0.23301,,,,80,0.9802,4039,3959,80
7,0.06,5,0.8,12,53,11,23,65,0.184615,0.521739,0.272727,,,,65,0.9839,4039,3974,65
7,0.06,5,0.85,12,42,11,23,54,0.222222,0.521739,0.311688,,,,54,0.9866,4039,3985,54
7,0.06,5,0.9,11,30,12,23,41,0.268293,0.478261,0.34375,,,,41,0.9898,4039,3998,41
7,0.06,5,0.95,10,26,13,23,36,0.277778,0.434783,0.338983,,,,36,0.9911,4039,4003,36
7,0.06,5,0.99,10,15,13,23,25,0.4,0.434783,0.416667,,,,25,0.9938,4039,4014,25
7,0.06,7,0.5,14,200,9,23,214,0.065421,0.608696,0.118143,,,,214,0.947,4039,3825,214
7,0.06,7,0.55,13,155,10,23,168,0.077381,0.565217,0.136126,,,,168,0.9584,4039,3871,168
7,0.06,7,0.6,12,121,11,23,133,0.090226,0.521739,0.153846,,,,133,0.9671,4039,3906,133
7,0.06,7,0.65,12,100,11,23,112,0.107143,0.521739,0.177778,,,,112,0.9723,4039,3927,112
7,0.06,7,0.7,12,83,11,23,95,0.126316,0.521739,0.20339,,,,95,0.9765,4039,3944,95
7,0.06,7,0.75,12,68,11,23,80,0.15,0.521739,0.23301,,,,80,0.9802,4039,3959,80
7,0.06,7,0.8,12,53,11,23,65,0.184615,0.521739,0.272727,,,,65,0.9839,4039,3974,65
7,0.06,7,0.85,12,42,11,23,54,0.222222,0.521739,0.311688,,,,54,0.9866,4039,3985,54
7,0.06,7,0.9,11,30,12,23,41,0.268293,0.478261,0.34375,,,,41,0.9898,4039,3998,41
7,0.06,7,0.95,10,26,13,23,36,0.277778,0.434783,0.338983,,,,36,0.9911,4039,4003,36
7,0.06,7,0.99,10,15,13,23,25,0.4,0.434783,0.416667,,,,25,0.9938,4039,4014,25
7,0.06,10,0.5,14,199,9,23,213,0.065728,0.608696,0.118644,,,,213,0.9473,4039,3826,213
7,0.06,10,0.55,13,154,10,23,167,0.077844,0.565217,0.136842,,,,167,0.9587,4039,3872,167
7,0.06,10,0.6,12,120,11,23,132,0.090909,0.521739,0.154839,,,,132,0.9673,4039,3907,132
7,0.06,10,0.65,12,99,11,23,111,0.108108,0.521739,0.179104,,,,111,0.9725,4039,3928,111
7,0.06,10,0.7,12,82,11,23,94,0.12766,0.521739,0.205128,,,,94,0.9767,4039,3945,94
7,0.06,10,0.75,12,67,11,23,79,0.151899,0.521739,0.235294,,,,79,0.9804,4039,3960,79
7,0.06,10,0.8,12,52,11,23,64,0.1875,0.521739,0.275862,,,,64,0.9842,4039,3975,64
7,0.06,10,0.85,12,41,11,23,53,0.226415,0.521739,0.315789,,,,53,0.9869,4039,3986,53
7,0.06,10,0.9,11,29,12,23,40,0.275,0.478261,0.349206,,,,40,0.9901,4039,3999,40
7,0.06,10,0.95,10,25,13,23,35,0.285714,0.434783,0.344828,,,,35,0.9913,4039,4004,35
7,0.06,10,0.99,10,14,13,23,24,0.416667,0.434783,0.425532,,,,24,0.9941,4039,4015,24
7,0.06,15,0.5,13,194,10,23,207,0.062802,0.565217,0.113043,,,,207,0.9487,4039,3832,207
7,0.06,15,0.55,13,150,10,23,163,0.079755,0.565217,0.139785,,,,163,0.9596,4039,3876,163
7,0.06,15,0.6,12,118,11,23,130,0.092308,0.521739,0.156863,,,,130,0.9678,4039,3909,130
7,0.06,15,0.65,12,98,11,23,110,0.109091,0.521739,0.180451,,,,110,0.9728,4039,3929,110
7,0.06,15,0.7,12,81,11,23,93,0.129032,0.521739,0.206897,,,,93,0.977,4039,3946,93
7,0.06,15,0.75,12,66,11,23,78,0.153846,0.521739,0.237624,,,,78,0.9807,4039,3961,78
7,0.06,15,0.8,12,52,11,23,64,0.1875,0.521739,0.275862,,,,64,0.9842,4039,3975,64
7,0.06,15,0.85,12,41,11,23,53,0.226415,0.521739,0.315789,,,,53,0.9869,4039,3986,53
7,0.06,15,0.9,11,29,12,23,40,0.275,0.478261,0.349206,,,,40,0.9901,4039,3999,40
7,0.06,15,0.95,10,25,13,23,35,0.285714,0.434783,0.344828,,,,35,0.9913,4039,4004,35
7,0.06,15,0.99,10,14,13,23,24,0.416667,0.434783,0.425532,,,,24,0.9941,4039,4015,24
7,0.07,1,0.5,14,208,9,23,222,0.063063,0.608696,0.114286,,,,222,0.9443,3987,3765,222
7,0.07,1,0.55,13,162,10,23,175,0.074286,0.565217,0.131313,,,,175,0.9561,3987,3812,175
7,0.07,1,0.6,12,126,11,23,138,0.086957,0.521739,0.149068,,,,138,0.9654,3987,3849,138
7,0.07,1,0.65,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.9712,3987,3872,115
7,0.07,1,0.7,12,86,11,23,98,0.122449,0.521739,0.198347,,,,98,0.9754,3987,3889,98
7,0.07,1,0.75,12,71,11,23,83,0.144578,0.521739,0.226415,,,,83,0.9792,3987,3904,83
7,0.07,1,0.8,12,54,11,23,66,0.181818,0.521739,0.269663,,,,66,0.9834,3987,3921,66
7,0.07,1,0.85,12,43,11,23,55,0.218182,0.521739,0.307692,,,,55,0.9862,3987,3932,55
7,0.07,1,0.9,11,31,12,23,42,0.261905,0.478261,0.338462,,,,42,0.9895,3987,3945,42
7,0.07,1,0.95,10,27,13,23,37,0.27027,0.434783,0.333333,,,,37,0.9907,3987,3950,37
7,0.07,1,0.99,10,16,13,23,26,0.384615,0.434783,0.408163,,,,26,0.9935,3987,3961,26
7,0.07,2,0.5,14,208,9,23,222,0.063063,0.608696,0.114286,,,,222,0.9443,3987,3765,222
7,0.07,2,0.55,13,162,10,23,175,0.074286,0.565217,0.131313,,,,175,0.9561,3987,3812,175
7,0.07,2,0.6,12,126,11,23,138,0.086957,0.521739,0.149068,,,,138,0.9654,3987,3849,138
7,0.07,2,0.65,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.9712,3987,3872,115
7,0.07,2,0.7,12,86,11,23,98,0.122449,0.521739,0.198347,,,,98,0.9754,3987,3889,98
7,0.07,2,0.75,12,71,11,23,83,0.144578,0.521739,0.226415,,,,83,0.9792,3987,3904,83
7,0.07,2,0.8,12,54,11,23,66,0.181818,0.521739,0.269663,,,,66,0.9834,3987,3921,66
7,0.07,2,0.85,12,43,11,23,55,0.218182,0.521739,0.307692,,,,55,0.9862,3987,3932,55
7,0.07,2,0.9,11,31,12,23,42,0.261905,0.478261,0.338462,,,,42,0.9895,3987,3945,42
7,0.07,2,0.95,10,27,13,23,37,0.27027,0.434783,0.333333,,,,37,0.9907,3987,3950,37
7,0.07,2,0.99,10,16,13,23,26,0.384615,0.434783,0.408163,,,,26,0.9935,3987,3961,26
7,0.07,3,0.5,14,208,9,23,222,0.063063,0.608696,0.114286,,,,222,0.9443,3987,3765,222
7,0.07,3,0.55,13,162,10,23,175,0.074286,0.565217,0.131313,,,,175,0.9561,3987,3812,175
7,0.07,3,0.6,12,126,11,23,138,0.086957,0.521739,0.149068,,,,138,0.9654,3987,3849,138
7,0.07,3,0.65,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.9712,3987,3872,115
7,0.07,3,0.7,12,86,11,23,98,0.122449,0.521739,0.198347,,,,98,0.9754,3987,3889,98
7,0.07,3,0.75,12,71,11,23,83,0.144578,0.521739,0.226415,,,,83,0.9792,3987,3904,83
7,0.07,3,0.8,12,54,11,23,66,0.181818,0.521739,0.269663,,,,66,0.9834,3987,3921,66
7,0.07,3,0.85,12,43,11,23,55,0.218182,0.521739,0.307692,,,,55,0.9862,3987,3932,55
7,0.07,3,0.9,11,31,12,23,42,0.261905,0.478261,0.338462,,,,42,0.9895,3987,3945,42
7,0.07,3,0.95,10,27,13,23,37,0.27027,0.434783,0.333333,,,,37,0.9907,3987,3950,37
7,0.07,3,0.99,10,16,13,23,26,0.384615,0.434783,0.408163,,,,26,0.9935,3987,3961,26
7,0.07,5,0.5,14,208,9,23,222,0.063063,0.608696,0.114286,,,,222,0.9443,3987,3765,222
7,0.07,5,0.55,13,162,10,23,175,0.074286,0.565217,0.131313,,,,175,0.9561,3987,3812,175
7,0.07,5,0.6,12,126,11,23,138,0.086957,0.521739,0.149068,,,,138,0.9654,3987,3849,138
7,0.07,5,0.65,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.9712,3987,3872,115
7,0.07,5,0.7,12,86,11,23,98,0.122449,0.521739,0.198347,,,,98,0.9754,3987,3889,98
7,0.07,5,0.75,12,71,11,23,83,0.144578,0.521739,0.226415,,,,83,0.9792,3987,3904,83
7,0.07,5,0.8,12,54,11,23,66,0.181818,0.521739,0.269663,,,,66,0.9834,3987,3921,66
7,0.07,5,0.85,12,43,11,23,55,0.218182,0.521739,0.307692,,,,55,0.9862,3987,3932,55
7,0.07,5,0.9,11,31,12,23,42,0.261905,0.478261,0.338462,,,,42,0.9895,3987,3945,42
7,0.07,5,0.95,10,27,13,23,37,0.27027,0.434783,0.333333,,,,37,0.9907,3987,3950,37
7,0.07,5,0.99,10,16,13,23,26,0.384615,0.434783,0.408163,,,,26,0.9935,3987,3961,26
7,0.07,7,0.5,14,208,9,23,222,0.063063,0.608696,0.114286,,,,222,0.9443,3987,3765,222
7,0.07,7,0.55,13,162,10,23,175,0.074286,0.565217,0.131313,,,,175,0.9561,3987,3812,175
7,0.07,7,0.6,12,126,11,23,138,0.086957,0.521739,0.149068,,,,138,0.9654,3987,3849,138
7,0.07,7,0.65,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.9712,3987,3872,115
7,0.07,7,0.7,12,86,11,23,98,0.122449,0.521739,0.198347,,,,98,0.9754,3987,3889,98
7,0.07,7,0.75,12,71,11,23,83,0.144578,0.521739,0.226415,,,,83,0.9792,3987,3904,83
7,0.07,7,0.8,12,54,11,23,66,0.181818,0.521739,0.269663,,,,66,0.9834,3987,3921,66
7,0.07,7,0.85,12,43,11,23,55,0.218182,0.521739,0.307692,,,,55,0.9862,3987,3932,55
7,0.07,7,0.9,11,31,12,23,42,0.261905,0.478261,0.338462,,,,42,0.9895,3987,3945,42
7,0.07,7,0.95,10,27,13,23,37,0.27027,0.434783,0.333333,,,,37,0.9907,3987,3950,37
7,0.07,7,0.99,10,16,13,23,26,0.384615,0.434783,0.408163,,,,26,0.9935,3987,3961,26
7,0.07,10,0.5,14,207,9,23,221,0.063348,0.608696,0.114754,,,,221,0.9446,3987,3766,221
7,0.07,10,0.55,13,161,10,23,174,0.074713,0.565217,0.13198,,,,174,0.9564,3987,3813,174
7,0.07,10,0.6,12,125,11,23,137,0.087591,0.521739,0.15,,,,137,0.9656,3987,3850,137
7,0.07,10,0.65,12,102,11,23,114,0.105263,0.521739,0.175182,,,,114,0.9714,3987,3873,114
7,0.07,10,0.7,12,85,11,23,97,0.123711,0.521739,0.2,,,,97,0.9757,3987,3890,97
7,0.07,10,0.75,12,70,11,23,82,0.146341,0.521739,0.228571,,,,82,0.9794,3987,3905,82
7,0.07,10,0.8,12,53,11,23,65,0.184615,0.521739,0.272727,,,,65,0.9837,3987,3922,65
7,0.07,10,0.85,12,42,11,23,54,0.222222,0.521739,0.311688,,,,54,0.9865,3987,3933,54
7,0.07,10,0.9,11,30,12,23,41,0.268293,0.478261,0.34375,,,,41,0.9897,3987,3946,41
7,0.07,10,0.95,10,26,13,23,36,0.277778,0.434783,0.338983,,,,36,0.991,3987,3951,36
7,0.07,10,0.99,10,15,13,23,25,0.4,0.434783,0.416667,,,,25,0.9937,3987,3962,25
7,0.07,15,0.5,13,202,10,23,215,0.060465,0.565217,0.109244,,,,215,0.9461,3987,3772,215
7,0.07,15,0.55,13,157,10,23,170,0.076471,0.565217,0.134715,,,,170,0.9574,3987,3817,170
7,0.07,15,0.6,12,123,11,23,135,0.088889,0.521739,0.151899,,,,135,0.9661,3987,3852,135
7,0.07,15,0.65,12,101,11,23,113,0.106195,0.521739,0.176471,,,,113,0.9717,3987,3874,113
7,0.07,15,0.7,12,84,11,23,96,0.125,0.521739,0.201681,,,,96,0.9759,3987,3891,96
7,0.07,15,0.75,12,69,11,23,81,0.148148,0.521739,0.230769,,,,81,0.9797,3987,3906,81
7,0.07,15,0.8,12,53,11,23,65,0.184615,0.521739,0.272727,,,,65,0.9837,3987,3922,65
7,0.07,15,0.85,12,42,11,23,54,0.222222,0.521739,0.311688,,,,54,0.9865,3987,3933,54
7,0.07,15,0.9,11,30,12,23,41,0.268293,0.478261,0.34375,,,,41,0.9897,3987,3946,41
7,0.07,15,0.95,10,26,13,23,36,0.277778,0.434783,0.338983,,,,36,0.991,3987,3951,36
7,0.07,15,0.99,10,15,13,23,25,0.4,0.434783,0.416667,,,,25,0.9937,3987,3962,25
7,0.08,1,0.5,14,214,9,23,228,0.061404,0.608696,0.111554,,,,228,0.9414,3891,3663,228
7,0.08,1,0.55,13,162,10,23,175,0.074286,0.565217,0.131313,,,,175,0.955,3891,3716,175
7,0.08,1,0.6,12,126,11,23,138,0.086957,0.521739,0.149068,,,,138,0.9645,3891,3753,138
7,0.08,1,0.65,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.9704,3891,3776,115
7,0.08,1,0.7,12,86,11,23,98,0.122449,0.521739,0.198347,,,,98,0.9748,3891,3793,98
7,0.08,1,0.75,12,71,11,23,83,0.144578,0.521739,0.226415,,,,83,0.9787,3891,3808,83
7,0.08,1,0.8,12,54,11,23,66,0.181818,0.521739,0.269663,,,,66,0.983,3891,3825,66
7,0.08,1,0.85,12,43,11,23,55,0.218182,0.521739,0.307692,,,,55,0.9859,3891,3836,55
7,0.08,1,0.9,11,31,12,23,42,0.261905,0.478261,0.338462,,,,42,0.9892,3891,3849,42
7,0.08,1,0.95,10,27,13,23,37,0.27027,0.434783,0.333333,,,,37,0.9905,3891,3854,37
7,0.08,1,0.99,10,16,13,23,26,0.384615,0.434783,0.408163,,,,26,0.9933,3891,3865,26
7,0.08,2,0.5,14,214,9,23,228,0.061404,0.608696,0.111554,,,,228,0.9414,3891,3663,228
7,0.08,2,0.55,13,162,10,23,175,0.074286,0.565217,0.131313,,,,175,0.955,3891,3716,175
7,0.08,2,0.6,12,126,11,23,138,0.086957,0.521739,0.149068,,,,138,0.9645,3891,3753,138
7,0.08,2,0.65,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.9704,3891,3776,115
7,0.08,2,0.7,12,86,11,23,98,0.122449,0.521739,0.198347,,,,98,0.9748,3891,3793,98
7,0.08,2,0.75,12,71,11,23,83,0.144578,0.521739,0.226415,,,,83,0.9787,3891,3808,83
7,0.08,2,0.8,12,54,11,23,66,0.181818,0.521739,0.269663,,,,66,0.983,3891,3825,66
7,0.08,2,0.85,12,43,11,23,55,0.218182,0.521739,0.307692,,,,55,0.9859,3891,3836,55
7,0.08,2,0.9,11,31,12,23,42,0.261905,0.478261,0.338462,,,,42,0.9892,3891,3849,42
7,0.08,2,0.95,10,27,13,23,37,0.27027,0.434783,0.333333,,,,37,0.9905,3891,3854,37
7,0.08,2,0.99,10,16,13,23,26,0.384615,0.434783,0.408163,,,,26,0.9933,3891,3865,26
7,0.08,3,0.5,14,214,9,23,228,0.061404,0.608696,0.111554,,,,228,0.9414,3891,3663,228
7,0.08,3,0.55,13,162,10,23,175,0.074286,0.565217,0.131313,,,,175,0.955,3891,3716,175
7,0.08,3,0.6,12,126,11,23,138,0.086957,0.521739,0.149068,,,,138,0.9645,3891,3753,138
7,0.08,3,0.65,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.9704,3891,3776,115
7,0.08,3,0.7,12,86,11,23,98,0.122449,0.521739,0.198347,,,,98,0.9748,3891,3793,98
7,0.08,3,0.75,12,71,11,23,83,0.144578,0.521739,0.226415,,,,83,0.9787,3891,3808,83
7,0.08,3,0.8,12,54,11,23,66,0.181818,0.521739,0.269663,,,,66,0.983,3891,3825,66
7,0.08,3,0.85,12,43,11,23,55,0.218182,0.521739,0.307692,,,,55,0.9859,3891,3836,55
7,0.08,3,0.9,11,31,12,23,42,0.261905,0.478261,0.338462,,,,42,0.9892,3891,3849,42
7,0.08,3,0.95,10,27,13,23,37,0.27027,0.434783,0.333333,,,,37,0.9905,3891,3854,37
7,0.08,3,0.99,10,16,13,23,26,0.384615,0.434783,0.408163,,,,26,0.9933,3891,3865,26
7,0.08,5,0.5,14,214,9,23,228,0.061404,0.608696,0.111554,,,,228,0.9414,3891,3663,228
7,0.08,5,0.55,13,162,10,23,175,0.074286,0.565217,0.131313,,,,175,0.955,3891,3716,175
7,0.08,5,0.6,12,126,11,23,138,0.086957,0.521739,0.149068,,,,138,0.9645,3891,3753,138
7,0.08,5,0.65,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.9704,3891,3776,115
7,0.08,5,0.7,12,86,11,23,98,0.122449,0.521739,0.198347,,,,98,0.9748,3891,3793,98
7,0.08,5,0.75,12,71,11,23,83,0.144578,0.521739,0.226415,,,,83,0.9787,3891,3808,83
7,0.08,5,0.8,12,54,11,23,66,0.181818,0.521739,0.269663,,,,66,0.983,3891,3825,66
7,0.08,5,0.85,12,43,11,23,55,0.218182,0.521739,0.307692,,,,55,0.9859,3891,3836,55
7,0.08,5,0.9,11,31,12,23,42,0.261905,0.478261,0.338462,,,,42,0.9892,3891,3849,42
7,0.08,5,0.95,10,27,13,23,37,0.27027,0.434783,0.333333,,,,37,0.9905,3891,3854,37
7,0.08,5,0.99,10,16,13,23,26,0.384615,0.434783,0.408163,,,,26,0.9933,3891,3865,26
7,0.08,7,0.5,14,214,9,23,228,0.061404,0.608696,0.111554,,,,228,0.9414,3891,3663,228
7,0.08,7,0.55,13,162,10,23,175,0.074286,0.565217,0.131313,,,,175,0.955,3891,3716,175
7,0.08,7,0.6,12,126,11,23,138,0.086957,0.521739,0.149068,,,,138,0.9645,3891,3753,138
7,0.08,7,0.65,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.9704,3891,3776,115
7,0.08,7,0.7,12,86,11,23,98,0.122449,0.521739,0.198347,,,,98,0.9748,3891,3793,98
7,0.08,7,0.75,12,71,11,23,83,0.144578,0.521739,0.226415,,,,83,0.9787,3891,3808,83
7,0.08,7,0.8,12,54,11,23,66,0.181818,0.521739,0.269663,,,,66,0.983,3891,3825,66
7,0.08,7,0.85,12,43,11,23,55,0.218182,0.521739,0.307692,,,,55,0.9859,3891,3836,55
7,0.08,7,0.9,11,31,12,23,42,0.261905,0.478261,0.338462,,,,42,0.9892,3891,3849,42
7,0.08,7,0.95,10,27,13,23,37,0.27027,0.434783,0.333333,,,,37,0.9905,3891,3854,37
7,0.08,7,0.99,10,16,13,23,26,0.384615,0.434783,0.408163,,,,26,0.9933,3891,3865,26
7,0.08,10,0.5,14,213,9,23,227,0.061674,0.608696,0.112,,,,227,0.9417,3891,3664,227
7,0.08,10,0.55,13,161,10,23,174,0.074713,0.565217,0.13198,,,,174,0.9553,3891,3717,174
7,0.08,10,0.6,12,125,11,23,137,0.087591,0.521739,0.15,,,,137,0.9648,3891,3754,137
7,0.08,10,0.65,12,102,11,23,114,0.105263,0.521739,0.175182,,,,114,0.9707,3891,3777,114
7,0.08,10,0.7,12,85,11,23,97,0.123711,0.521739,0.2,,,,97,0.9751,3891,3794,97
7,0.08,10,0.75,12,70,11,23,82,0.146341,0.521739,0.228571,,,,82,0.9789,3891,3809,82
7,0.08,10,0.8,12,53,11,23,65,0.184615,0.521739,0.272727,,,,65,0.9833,3891,3826,65
7,0.08,10,0.85,12,42,11,23,54,0.222222,0.521739,0.311688,,,,54,0.9861,3891,3837,54
7,0.08,10,0.9,11,30,12,23,41,0.268293,0.478261,0.34375,,,,41,0.9895,3891,3850,41
7,0.08,10,0.95,10,26,13,23,36,0.277778,0.434783,0.338983,,,,36,0.9907,3891,3855,36
7,0.08,10,0.99,10,15,13,23,25,0.4,0.434783,0.416667,,,,25,0.9936,3891,3866,25
7,0.08,15,0.5,13,205,10,23,218,0.059633,0.565217,0.107884,,,,218,0.944,3891,3673,218
7,0.08,15,0.55,13,154,10,23,167,0.077844,0.565217,0.136842,,,,167,0.9571,3891,3724,167
7,0.08,15,0.6,12,122,11,23,134,0.089552,0.521739,0.152866,,,,134,0.9656,3891,3757,134
7,0.08,15,0.65,12,100,11,23,112,0.107143,0.521739,0.177778,,,,112,0.9712,3891,3779,112
7,0.08,15,0.7,12,84,11,23,96,0.125,0.521739,0.201681,,,,96,0.9753,3891,3795,96
7,0.08,15,0.75,12,69,11,23,81,0.148148,0.521739,0.230769,,,,81,0.9792,3891,3810,81
7,0.08,15,0.8,12,53,11,23,65,0.184615,0.521739,0.272727,,,,65,0.9833,3891,3826,65
7,0.08,15,0.85,12,42,11,23,54,0.222222,0.521739,0.311688,,,,54,0.9861,3891,3837,54
7,0.08,15,0.9,11,30,12,23,41,0.268293,0.478261,0.34375,,,,41,0.9895,3891,3850,41
7,0.08,15,0.95,10,26,13,23,36,0.277778,0.434783,0.338983,,,,36,0.9907,3891,3855,36
