smoothing_window,threshold,min_duration,min_peak_probability,true_positive_events,false_positive_events,false_negative_events,total_gt_events,total_predicted_events,precision,recall,f1,balanced_accuracy,mcc,cohen_kappa,alarm_rate,suppression_rate,total_events_before_suppression,suppressed_events,retained_events
5,0.45,5,0.75,12,196,11,23,208,0.057692,0.521739,0.103896,,,,208,0.8124,1109,901,208
5,0.45,5,0.8,12,168,11,23,180,0.066667,0.521739,0.118227,,,,180,0.8377,1109,929,180
5,0.45,5,0.85,12,142,11,23,154,0.077922,0.521739,0.135593,,,,154,0.8611,1109,955,154
5,0.45,5,0.9,12,95,11,23,107,0.11215,0.521739,0.184615,,,,107,0.9035,1109,1002,107
5,0.45,5,0.95,11,78,12,23,89,0.123596,0.478261,0.196429,,,,89,0.9197,1109,1020,89
5,0.45,5,0.99,10,56,13,23,66,0.151515,0.434783,0.224719,,,,66,0.9405,1109,1043,66
5,0.45,7,0.5,13,363,10,23,376,0.034574,0.565217,0.065163,,,,376,0.661,1109,733,376
5,0.45,7,0.55,13,344,10,23,357,0.036415,0.565217,0.068421,,,,357,0.6781,1109,752,357
5,0.45,7,0.6,13,296,10,23,309,0.042071,0.565217,0.078313,,,,309,0.7214,1109,800,309
5,0.45,7,0.65,13,249,10,23,262,0.049618,0.565217,0.091228,,,,262,0.7638,1109,847,262
5,0.45,7,0.7,12,220,11,23,232,0.051724,0.521739,0.094118,,,,232,0.7908,1109,877,232
5,0.45,7,0.75,12,190,11,23,202,0.059406,0.521739,0.106667,,,,202,0.8179,1109,907,202
5,0.45,7,0.8,12,164,11,23,176,0.068182,0.521739,0.120603,,,,176,0.8413,1109,933,176
5,0.45,7,0.85,12,140,11,23,152,0.078947,0.521739,0.137143,,,,152,0.8629,1109,957,152
5,0.45,7,0.9,12,94,11,23,106,0.113208,0.521739,0.186047,,,,106,0.9044,1109,1003,106
5,0.45,7,0.95,11,77,12,23,88,0.125,0.478261,0.198198,,,,88,0.9206,1109,1021,88
5,0.45,7,0.99,10,55,13,23,65,0.153846,0.434783,0.227273,,,,65,0.9414,1109,1044,65
5,0.45,10,0.5,12,194,11,23,206,0.058252,0.521739,0.104803,,,,206,0.8142,1109,903,206
5,0.45,10,0.55,12,186,11,23,198,0.060606,0.521739,0.108597,,,,198,0.8215,1109,911,198
5,0.45,10,0.6,12,167,11,23,179,0.067039,0.521739,0.118812,,,,179,0.8386,1109,930,179
5,0.45,10,0.65,12,150,11,23,162,0.074074,0.521739,0.12973,,,,162,0.8539,1109,947,162
5,0.45,10,0.7,12,136,11,23,148,0.081081,0.521739,0.140351,,,,148,0.8665,1109,961,148
5,0.45,10,0.75,12,127,11,23,139,0.086331,0.521739,0.148148,,,,139,0.8747,1109,970,139
5,0.45,10,0.8,12,112,11,23,124,0.096774,0.521739,0.163265,,,,124,0.8882,1109,985,124
5,0.45,10,0.85,12,100,11,23,112,0.107143,0.521739,0.177778,,,,112,0.899,1109,997,112
5,0.45,10,0.9,12,79,11,23,91,0.131868,0.521739,0.210526,,,,91,0.9179,1109,1018,91
5,0.45,10,0.95,11,67,12,23,78,0.141026,0.478261,0.217822,,,,78,0.9297,1109,1031,78
5,0.45,10,0.99,10,50,13,23,60,0.166667,0.434783,0.240964,,,,60,0.9459,1109,1049,60
5,0.45,15,0.5,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.8963,1109,994,115
5,0.45,15,0.55,12,102,11,23,114,0.105263,0.521739,0.175182,,,,114,0.8972,1109,995,114
5,0.45,15,0.6,12,101,11,23,113,0.106195,0.521739,0.176471,,,,113,0.8981,1109,996,113
5,0.45,15,0.65,12,97,11,23,109,0.110092,0.521739,0.181818,,,,109,0.9017,1109,1000,109
5,0.45,15,0.7,12,90,11,23,102,0.117647,0.521739,0.192,,,,102,0.908,1109,1007,102
5,0.45,15,0.75,12,86,11,23,98,0.122449,0.521739,0.198347,,,,98,0.9116,1109,1011,98
5,0.45,15,0.8,12,78,11,23,90,0.133333,0.521739,0.212389,,,,90,0.9188,1109,1019,90
5,0.45,15,0.85,12,68,11,23,80,0.15,0.521739,0.23301,,,,80,0.9279,1109,1029,80
5,0.45,15,0.9,12,53,11,23,65,0.184615,0.521739,0.272727,,,,65,0.9414,1109,1044,65
5,0.45,15,0.95,11,46,12,23,57,0.192982,0.478261,0.275,,,,57,0.9486,1109,1052,57
5,0.45,15,0.99,10,37,13,23,47,0.212766,0.434783,0.285714,,,,47,0.9576,1109,1062,47
5,0.46,1,0.5,14,732,9,23,746,0.018767,0.608696,0.036411,,,,746,0.2743,1028,282,746
5,0.46,1,0.55,14,563,9,23,577,0.024263,0.608696,0.046667,,,,577,0.4387,1028,451,577
5,0.46,1,0.6,13,411,10,23,424,0.03066,0.565217,0.058166,,,,424,0.5875,1028,604,424
5,0.46,1,0.65,13,305,10,23,318,0.040881,0.565217,0.076246,,,,318,0.6907,1028,710,318
5,0.46,1,0.7,12,244,11,23,256,0.046875,0.521739,0.086022,,,,256,0.751,1028,772,256
5,0.46,1,0.75,12,203,11,23,215,0.055814,0.521739,0.10084,,,,215,0.7909,1028,813,215
5,0.46,1,0.8,12,173,11,23,185,0.064865,0.521739,0.115385,,,,185,0.82,1028,843,185
5,0.46,1,0.85,12,147,11,23,159,0.075472,0.521739,0.131868,,,,159,0.8453,1028,869,159
5,0.46,1,0.9,12,98,11,23,110,0.109091,0.521739,0.180451,,,,110,0.893,1028,918,110
5,0.46,1,0.95,11,80,12,23,91,0.120879,0.478261,0.192982,,,,91,0.9115,1028,937,91
5,0.46,1,0.99,10,57,13,23,67,0.149254,0.434783,0.222222,,,,67,0.9348,1028,961,67
5,0.46,2,0.5,14,729,9,23,743,0.018843,0.608696,0.036554,,,,743,0.2772,1028,285,743
5,0.46,2,0.55,14,563,9,23,577,0.024263,0.608696,0.046667,,,,577,0.4387,1028,451,577
5,0.46,2,0.6,13,411,10,23,424,0.03066,0.565217,0.058166,,,,424,0.5875,1028,604,424
5,0.46,2,0.65,13,305,10,23,318,0.040881,0.565217,0.076246,,,,318,0.6907,1028,710,318
5,0.46,2,0.7,12,244,11,23,256,0.046875,0.521739,0.086022,,,,256,0.751,1028,772,256
5,0.46,2,0.75,12,203,11,23,215,0.055814,0.521739,0.10084,,,,215,0.7909,1028,813,215
5,0.46,2,0.8,12,173,11,23,185,0.064865,0.521739,0.115385,,,,185,0.82,1028,843,185
5,0.46,2,0.85,12,147,11,23,159,0.075472,0.521739,0.131868,,,,159,0.8453,1028,869,159
5,0.46,2,0.9,12,98,11,23,110,0.109091,0.521739,0.180451,,,,110,0.893,1028,918,110
5,0.46,2,0.95,11,80,12,23,91,0.120879,0.478261,0.192982,,,,91,0.9115,1028,937,91
5,0.46,2,0.99,10,57,13,23,67,0.149254,0.434783,0.222222,,,,67,0.9348,1028,961,67
5,0.46,3,0.5,14,702,9,23,716,0.019553,0.608696,0.037889,,,,716,0.3035,1028,312,716
5,0.46,3,0.55,14,561,9,23,575,0.024348,0.608696,0.046823,,,,575,0.4407,1028,453,575
5,0.46,3,0.6,13,411,10,23,424,0.03066,0.565217,0.058166,,,,424,0.5875,1028,604,424
5,0.46,3,0.65,13,305,10,23,318,0.040881,0.565217,0.076246,,,,318,0.6907,1028,710,318
5,0.46,3,0.7,12,244,11,23,256,0.046875,0.521739,0.086022,,,,256,0.751,1028,772,256
5,0.46,3,0.75,12,203,11,23,215,0.055814,0.521739,0.10084,,,,215,0.7909,1028,813,215
5,0.46,3,0.8,12,173,11,23,185,0.064865,0.521739,0.115385,,,,185,0.82,1028,843,185
5,0.46,3,0.85,12,147,11,23,159,0.075472,0.521739,0.131868,,,,159,0.8453,1028,869,159
5,0.46,3,0.9,12,98,11,23,110,0.109091,0.521739,0.180451,,,,110,0.893,1028,918,110
5,0.46,3,0.95,11,80,12,23,91,0.120879,0.478261,0.192982,,,,91,0.9115,1028,937,91
5,0.46,3,0.99,10,57,13,23,67,0.149254,0.434783,0.222222,,,,67,0.9348,1028,961,67
5,0.46,5,0.5,13,565,10,23,578,0.022491,0.565217,0.043261,,,,578,0.4377,1028,450,578
5,0.46,5,0.55,13,501,10,23,514,0.025292,0.565217,0.048417,,,,514,0.5,1028,514,514
5,0.46,5,0.6,13,396,10,23,409,0.031785,0.565217,0.060185,,,,409,0.6021,1028,619,409
5,0.46,5,0.65,13,304,10,23,317,0.041009,0.565217,0.076471,,,,317,0.6916,1028,711,317
5,0.46,5,0.7,12,244,11,23,256,0.046875,0.521739,0.086022,,,,256,0.751,1028,772,256
5,0.46,5,0.75,12,203,11,23,215,0.055814,0.521739,0.10084,,,,215,0.7909,1028,813,215
5,0.46,5,0.8,12,173,11,23,185,0.064865,0.521739,0.115385,,,,185,0.82,1028,843,185
5,0.46,5,0.85,12,147,11,23,159,0.075472,0.521739,0.131868,,,,159,0.8453,1028,869,159
5,0.46,5,0.9,12,98,11,23,110,0.109091,0.521739,0.180451,,,,110,0.893,1028,918,110
5,0.46,5,0.95,11,80,12,23,91,0.120879,0.478261,0.192982,,,,91,0.9115,1028,937,91
5,0.46,5,0.99,10,57,13,23,67,0.149254,0.434783,0.222222,,,,67,0.9348,1028,961,67
5,0.46,7,0.5,13,347,10,23,360,0.036111,0.565217,0.067885,,,,360,0.6498,1028,668,360
5,0.46,7,0.55,13,333,10,23,346,0.037572,0.565217,0.070461,,,,346,0.6634,1028,682,346
5,0.46,7,0.6,13,292,10,23,305,0.042623,0.565217,0.079268,,,,305,0.7033,1028,723,305
5,0.46,7,0.65,13,250,10,23,263,0.04943,0.565217,0.090909,,,,263,0.7442,1028,765,263
5,0.46,7,0.7,12,223,11,23,235,0.051064,0.521739,0.093023,,,,235,0.7714,1028,793,235
5,0.46,7,0.75,12,194,11,23,206,0.058252,0.521739,0.104803,,,,206,0.7996,1028,822,206
5,0.46,7,0.8,12,168,11,23,180,0.066667,0.521739,0.118227,,,,180,0.8249,1028,848,180
5,0.46,7,0.85,12,144,11,23,156,0.076923,0.521739,0.134078,,,,156,0.8482,1028,872,156
5,0.46,7,0.9,12,97,11,23,109,0.110092,0.521739,0.181818,,,,109,0.894,1028,919,109
5,0.46,7,0.95,11,79,12,23,90,0.122222,0.478261,0.19469,,,,90,0.9125,1028,938,90
5,0.46,7,0.99,10,56,13,23,66,0.151515,0.434783,0.224719,,,,66,0.9358,1028,962,66
5,0.46,10,0.5,12,180,11,23,192,0.0625,0.521739,0.111628,,,,192,0.8132,1028,836,192
5,0.46,10,0.55,12,176,11,23,188,0.06383,0.521739,0.113744,,,,188,0.8171,1028,840,188
5,0.46,10,0.6,12,163,11,23,175,0.068571,0.521739,0.121212,,,,175,0.8298,1028,853,175
5,0.46,10,0.65,12,150,11,23,162,0.074074,0.521739,0.12973,,,,162,0.8424,1028,866,162
5,0.46,10,0.7,12,137,11,23,149,0.080537,0.521739,0.139535,,,,149,0.8551,1028,879,149
5,0.46,10,0.75,12,128,11,23,140,0.085714,0.521739,0.147239,,,,140,0.8638,1028,888,140
5,0.46,10,0.8,12,115,11,23,127,0.094488,0.521739,0.16,,,,127,0.8765,1028,901,127
5,0.46,10,0.85,12,105,11,23,117,0.102564,0.521739,0.171429,,,,117,0.8862,1028,911,117
5,0.46,10,0.9,12,82,11,23,94,0.12766,0.521739,0.205128,,,,94,0.9086,1028,934,94
5,0.46,10,0.95,11,69,12,23,80,0.1375,0.478261,0.213592,,,,80,0.9222,1028,948,80
5,0.46,10,0.99,10,51,13,23,61,0.163934,0.434783,0.238095,,,,61,0.9407,1028,967,61
5,0.46,15,0.5,11,98,12,23,109,0.100917,0.478261,0.166667,,,,109,0.894,1028,919,109
5,0.46,15,0.55,11,98,12,23,109,0.100917,0.478261,0.166667,,,,109,0.894,1028,919,109
5,0.46,15,0.6,11,98,12,23,109,0.100917,0.478261,0.166667,,,,109,0.894,1028,919,109
5,0.46,15,0.65,11,95,12,23,106,0.103774,0.478261,0.170543,,,,106,0.8969,1028,922,106
5,0.46,15,0.7,11,88,12,23,99,0.111111,0.478261,0.180328,,,,99,0.9037,1028,929,99
5,0.46,15,0.75,11,85,12,23,96,0.114583,0.478261,0.184874,,,,96,0.9066,1028,932,96
5,0.46,15,0.8,11,76,12,23,87,0.126437,0.478261,0.2,,,,87,0.9154,1028,941,87
5,0.46,15,0.85,11,68,12,23,79,0.139241,0.478261,0.215686,,,,79,0.9232,1028,949,79
5,0.46,15,0.9,11,54,12,23,65,0.169231,0.478261,0.25,,,,65,0.9368,1028,963,65
5,0.46,15,0.95,11,46,12,23,57,0.192982,0.478261,0.275,,,,57,0.9446,1028,971,57
5,0.46,15,0.99,10,36,13,23,46,0.217391,0.434783,0.289855,,,,46,0.9553,1028,982,46
5,0.47,1,0.5,14,748,9,23,762,0.018373,0.608696,0.035669,,,,762,0.1996,952,190,762
5,0.47,1,0.55,14,574,9,23,588,0.02381,0.608696,0.045827,,,,588,0.3824,952,364,588
5,0.47,1,0.6,13,421,10,23,434,0.029954,0.565217,0.056893,,,,434,0.5441,952,518,434
5,0.47,1,0.65,13,315,10,23,328,0.039634,0.565217,0.074074,,,,328,0.6555,952,624,328
5,0.47,1,0.7,12,254,11,23,266,0.045113,0.521739,0.083045,,,,266,0.7206,952,686,266
5,0.47,1,0.75,12,212,11,23,224,0.053571,0.521739,0.097166,,,,224,0.7647,952,728,224
5,0.47,1,0.8,12,181,11,23,193,0.062176,0.521739,0.111111,,,,193,0.7973,952,759,193
5,0.47,1,0.85,12,153,11,23,165,0.072727,0.521739,0.12766,,,,165,0.8267,952,787,165
5,0.47,1,0.9,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.8792,952,837,115
5,0.47,1,0.95,11,85,12,23,96,0.114583,0.478261,0.184874,,,,96,0.8992,952,856,96
5,0.47,1,0.99,10,61,13,23,71,0.140845,0.434783,0.212766,,,,71,0.9254,952,881,71
5,0.47,2,0.5,14,740,9,23,754,0.018568,0.608696,0.036036,,,,754,0.208,952,198,754
5,0.47,2,0.55,14,574,9,23,588,0.02381,0.608696,0.045827,,,,588,0.3824,952,364,588
5,0.47,2,0.6,13,421,10,23,434,0.029954,0.565217,0.056893,,,,434,0.5441,952,518,434
5,0.47,2,0.65,13,315,10,23,328,0.039634,0.565217,0.074074,,,,328,0.6555,952,624,328
5,0.47,2,0.7,12,254,11,23,266,0.045113,0.521739,0.083045,,,,266,0.7206,952,686,266
5,0.47,2,0.75,12,212,11,23,224,0.053571,0.521739,0.097166,,,,224,0.7647,952,728,224
5,0.47,2,0.8,12,181,11,23,193,0.062176,0.521739,0.111111,,,,193,0.7973,952,759,193
5,0.47,2,0.85,12,153,11,23,165,0.072727,0.521739,0.12766,,,,165,0.8267,952,787,165
5,0.47,2,0.9,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.8792,952,837,115
5,0.47,2,0.95,11,85,12,23,96,0.114583,0.478261,0.184874,,,,96,0.8992,952,856,96
5,0.47,2,0.99,10,61,13,23,71,0.140845,0.434783,0.212766,,,,71,0.9254,952,881,71
5,0.47,3,0.5,14,707,9,23,721,0.019417,0.608696,0.037634,,,,721,0.2426,952,231,721
5,0.47,3,0.55,14,572,9,23,586,0.023891,0.608696,0.045977,,,,586,0.3845,952,366,586
5,0.47,3,0.6,13,421,10,23,434,0.029954,0.565217,0.056893,,,,434,0.5441,952,518,434
5,0.47,3,0.65,13,315,10,23,328,0.039634,0.565217,0.074074,,,,328,0.6555,952,624,328
5,0.47,3,0.7,12,254,11,23,266,0.045113,0.521739,0.083045,,,,266,0.7206,952,686,266
5,0.47,3,0.75,12,212,11,23,224,0.053571,0.521739,0.097166,,,,224,0.7647,952,728,224
5,0.47,3,0.8,12,181,11,23,193,0.062176,0.521739,0.111111,,,,193,0.7973,952,759,193
5,0.47,3,0.85,12,153,11,23,165,0.072727,0.521739,0.12766,,,,165,0.8267,952,787,165
5,0.47,3,0.9,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.8792,952,837,115
5,0.47,3,0.95,11,85,12,23,96,0.114583,0.478261,0.184874,,,,96,0.8992,952,856,96
5,0.47,3,0.99,10,61,13,23,71,0.140845,0.434783,0.212766,,,,71,0.9254,952,881,71
5,0.47,5,0.5,13,534,10,23,547,0.023766,0.565217,0.045614,,,,547,0.4254,952,405,547
5,0.47,5,0.55,13,491,10,23,504,0.025794,0.565217,0.049336,,,,504,0.4706,952,448,504
5,0.47,5,0.6,13,400,10,23,413,0.031477,0.565217,0.059633,,,,413,0.5662,952,539,413
5,0.47,5,0.65,13,314,10,23,327,0.039755,0.565217,0.074286,,,,327,0.6565,952,625,327
5,0.47,5,0.7,12,254,11,23,266,0.045113,0.521739,0.083045,,,,266,0.7206,952,686,266
5,0.47,5,0.75,12,212,11,23,224,0.053571,0.521739,0.097166,,,,224,0.7647,952,728,224
5,0.47,5,0.8,12,181,11,23,193,0.062176,0.521739,0.111111,,,,193,0.7973,952,759,193
5,0.47,5,0.85,12,153,11,23,165,0.072727,0.521739,0.12766,,,,165,0.8267,952,787,165
5,0.47,5,0.9,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.8792,952,837,115
5,0.47,5,0.95,11,85,12,23,96,0.114583,0.478261,0.184874,,,,96,0.8992,952,856,96
5,0.47,5,0.99,10,61,13,23,71,0.140845,0.434783,0.212766,,,,71,0.9254,952,881,71
5,0.47,7,0.5,13,316,10,23,329,0.039514,0.565217,0.073864,,,,329,0.6544,952,623,329
5,0.47,7,0.55,13,308,10,23,321,0.040498,0.565217,0.075581,,,,321,0.6628,952,631,321
5,0.47,7,0.6,13,276,10,23,289,0.044983,0.565217,0.083333,,,,289,0.6964,952,663,289
5,0.47,7,0.65,13,245,10,23,258,0.050388,0.565217,0.092527,,,,258,0.729,952,694,258
5,0.47,7,0.7,12,223,11,23,235,0.051064,0.521739,0.093023,,,,235,0.7532,952,717,235
5,0.47,7,0.75,12,197,11,23,209,0.057416,0.521739,0.103448,,,,209,0.7805,952,743,209
5,0.47,7,0.8,12,172,11,23,184,0.065217,0.521739,0.115942,,,,184,0.8067,952,768,184
5,0.47,7,0.85,12,148,11,23,160,0.075,0.521739,0.131148,,,,160,0.8319,952,792,160
5,0.47,7,0.9,12,101,11,23,113,0.106195,0.521739,0.176471,,,,113,0.8813,952,839,113
5,0.47,7,0.95,11,84,12,23,95,0.115789,0.478261,0.186441,,,,95,0.9002,952,857,95
5,0.47,7,0.99,10,60,13,23,70,0.142857,0.434783,0.215054,,,,70,0.9265,952,882,70
5,0.47,10,0.5,12,170,11,23,182,0.065934,0.521739,0.117073,,,,182,0.8088,952,770,182
5,0.47,10,0.55,12,168,11,23,180,0.066667,0.521739,0.118227,,,,180,0.8109,952,772,180
5,0.47,10,0.6,12,158,11,23,170,0.070588,0.521739,0.124352,,,,170,0.8214,952,782,170
5,0.47,10,0.65,12,148,11,23,160,0.075,0.521739,0.131148,,,,160,0.8319,952,792,160
5,0.47,10,0.7,12,136,11,23,148,0.081081,0.521739,0.140351,,,,148,0.8445,952,804,148
5,0.47,10,0.75,12,126,11,23,138,0.086957,0.521739,0.149068,,,,138,0.855,952,814,138
5,0.47,10,0.8,12,115,11,23,127,0.094488,0.521739,0.16,,,,127,0.8666,952,825,127
5,0.47,10,0.85,12,106,11,23,118,0.101695,0.521739,0.170213,,,,118,0.8761,952,834,118
5,0.47,10,0.9,12,82,11,23,94,0.12766,0.521739,0.205128,,,,94,0.9013,952,858,94
5,0.47,10,0.95,11,69,12,23,80,0.1375,0.478261,0.213592,,,,80,0.916,952,872,80
5,0.47,10,0.99,10,54,13,23,64,0.15625,0.434783,0.229885,,,,64,0.9328,952,888,64
5,0.47,15,0.5,11,93,12,23,104,0.105769,0.478261,0.173228,,,,104,0.8908,952,848,104
5,0.47,15,0.55,11,93,12,23,104,0.105769,0.478261,0.173228,,,,104,0.8908,952,848,104
5,0.47,15,0.6,11,93,12,23,104,0.105769,0.478261,0.173228,,,,104,0.8908,952,848,104
5,0.47,15,0.65,11,92,12,23,103,0.106796,0.478261,0.174603,,,,103,0.8918,952,849,103
5,0.47,15,0.7,11,85,12,23,96,0.114583,0.478261,0.184874,,,,96,0.8992,952,856,96
5,0.47,15,0.75,11,81,12,23,92,0.119565,0.478261,0.191304,,,,92,0.9034,952,860,92
5,0.47,15,0.8,11,73,12,23,84,0.130952,0.478261,0.205607,,,,84,0.9118,952,868,84
5,0.47,15,0.85,11,66,12,23,77,0.142857,0.478261,0.22,,,,77,0.9191,952,875,77
5,0.47,15,0.9,11,54,12,23,65,0.169231,0.478261,0.25,,,,65,0.9317,952,887,65
5,0.47,15,0.95,11,46,12,23,57,0.192982,0.478261,0.275,,,,57,0.9401,952,895,57
5,0.47,15,0.99,10,37,13,23,47,0.212766,0.434783,0.285714,,,,47,0.9506,952,905,47
5,0.48,1,0.5,14,755,9,23,769,0.018205,0.608696,0.035354,,,,769,0.1311,885,116,769
5,0.48,1,0.55,14,577,9,23,591,0.023689,0.608696,0.045603,,,,591,0.3322,885,294,591
5,0.48,1,0.6,13,424,10,23,437,0.029748,0.565217,0.056522,,,,437,0.5062,885,448,437
5,0.48,1,0.65,13,315,10,23,328,0.039634,0.565217,0.074074,,,,328,0.6294,885,557,328
5,0.48,1,0.7,12,254,11,23,266,0.045113,0.521739,0.083045,,,,266,0.6994,885,619,266
5,0.48,1,0.75,12,212,11,23,224,0.053571,0.521739,0.097166,,,,224,0.7469,885,661,224
5,0.48,1,0.8,12,181,11,23,193,0.062176,0.521739,0.111111,,,,193,0.7819,885,692,193
5,0.48,1,0.85,12,153,11,23,165,0.072727,0.521739,0.12766,,,,165,0.8136,885,720,165
5,0.48,1,0.9,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.8701,885,770,115
5,0.48,1,0.95,11,85,12,23,96,0.114583,0.478261,0.184874,,,,96,0.8915,885,789,96
5,0.48,1,0.99,10,61,13,23,71,0.140845,0.434783,0.212766,,,,71,0.9198,885,814,71
5,0.48,2,0.5,14,733,9,23,747,0.018742,0.608696,0.036364,,,,747,0.1559,885,138,747
5,0.48,2,0.55,14,577,9,23,591,0.023689,0.608696,0.045603,,,,591,0.3322,885,294,591
5,0.48,2,0.6,13,424,10,23,437,0.029748,0.565217,0.056522,,,,437,0.5062,885,448,437
5,0.48,2,0.65,13,315,10,23,328,0.039634,0.565217,0.074074,,,,328,0.6294,885,557,328
5,0.48,2,0.7,12,254,11,23,266,0.045113,0.521739,0.083045,,,,266,0.6994,885,619,266
5,0.48,2,0.75,12,212,11,23,224,0.053571,0.521739,0.097166,,,,224,0.7469,885,661,224
5,0.48,2,0.8,12,181,11,23,193,0.062176,0.521739,0.111111,,,,193,0.7819,885,692,193
5,0.48,2,0.85,12,153,11,23,165,0.072727,0.521739,0.12766,,,,165,0.8136,885,720,165
5,0.48,2,0.9,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.8701,885,770,115
5,0.48,2,0.95,11,85,12,23,96,0.114583,0.478261,0.184874,,,,96,0.8915,885,789,96
5,0.48,2,0.99,10,61,13,23,71,0.140845,0.434783,0.212766,,,,71,0.9198,885,814,71
5,0.48,3,0.5,14,684,9,23,698,0.020057,0.608696,0.038835,,,,698,0.2113,885,187,698
5,0.48,3,0.55,14,572,9,23,586,0.023891,0.608696,0.045977,,,,586,0.3379,885,299,586
5,0.48,3,0.6,13,424,10,23,437,0.029748,0.565217,0.056522,,,,437,0.5062,885,448,437
5,0.48,3,0.65,13,315,10,23,328,0.039634,0.565217,0.074074,,,,328,0.6294,885,557,328
5,0.48,3,0.7,12,254,11,23,266,0.045113,0.521739,0.083045,,,,266,0.6994,885,619,266
5,0.48,3,0.75,12,212,11,23,224,0.053571,0.521739,0.097166,,,,224,0.7469,885,661,224
5,0.48,3,0.8,12,181,11,23,193,0.062176,0.521739,0.111111,,,,193,0.7819,885,692,193
5,0.48,3,0.85,12,153,11,23,165,0.072727,0.521739,0.12766,,,,165,0.8136,885,720,165
5,0.48,3,0.9,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.8701,885,770,115
5,0.48,3,0.95,11,85,12,23,96,0.114583,0.478261,0.184874,,,,96,0.8915,885,789,96
5,0.48,3,0.99,10,61,13,23,71,0.140845,0.434783,0.212766,,,,71,0.9198,885,814,71
5,0.48,5,0.5,13,501,10,23,514,0.025292,0.565217,0.048417,,,,514,0.4192,885,371,514
5,0.48,5,0.55,13,470,10,23,483,0.026915,0.565217,0.051383,,,,483,0.4542,885,402,483
5,0.48,5,0.6,13,397,10,23,410,0.031707,0.565217,0.060046,,,,410,0.5367,885,475,410
5,0.48,5,0.65,13,313,10,23,326,0.039877,0.565217,0.074499,,,,326,0.6316,885,559,326
5,0.48,5,0.7,12,254,11,23,266,0.045113,0.521739,0.083045,,,,266,0.6994,885,619,266
5,0.48,5,0.75,12,212,11,23,224,0.053571,0.521739,0.097166,,,,224,0.7469,885,661,224
5,0.48,5,0.8,12,181,11,23,193,0.062176,0.521739,0.111111,,,,193,0.7819,885,692,193
5,0.48,5,0.85,12,153,11,23,165,0.072727,0.521739,0.12766,,,,165,0.8136,885,720,165
5,0.48,5,0.9,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.8701,885,770,115
5,0.48,5,0.95,11,85,12,23,96,0.114583,0.478261,0.184874,,,,96,0.8915,885,789,96
5,0.48,5,0.99,10,61,13,23,71,0.140845,0.434783,0.212766,,,,71,0.9198,885,814,71
5,0.48,7,0.5,13,301,10,23,314,0.041401,0.565217,0.077151,,,,314,0.6452,885,571,314
5,0.48,7,0.55,13,297,10,23,310,0.041935,0.565217,0.078078,,,,310,0.6497,885,575,310
5,0.48,7,0.6,13,271,10,23,284,0.045775,0.565217,0.084691,,,,284,0.6791,885,601,284
5,0.48,7,0.65,13,240,10,23,253,0.051383,0.565217,0.094203,,,,253,0.7141,885,632,253
5,0.48,7,0.7,12,219,11,23,231,0.051948,0.521739,0.094488,,,,231,0.739,885,654,231
5,0.48,7,0.75,12,196,11,23,208,0.057692,0.521739,0.103896,,,,208,0.765,885,677,208
5,0.48,7,0.8,12,171,11,23,183,0.065574,0.521739,0.116505,,,,183,0.7932,885,702,183
5,0.48,7,0.85,12,148,11,23,160,0.075,0.521739,0.131148,,,,160,0.8192,885,725,160
5,0.48,7,0.9,12,101,11,23,113,0.106195,0.521739,0.176471,,,,113,0.8723,885,772,113
5,0.48,7,0.95,11,84,12,23,95,0.115789,0.478261,0.186441,,,,95,0.8927,885,790,95
5,0.48,7,0.99,10,60,13,23,70,0.142857,0.434783,0.215054,,,,70,0.9209,885,815,70
5,0.48,10,0.5,12,158,11,23,170,0.070588,0.521739,0.124352,,,,170,0.8079,885,715,170
5,0.48,10,0.55,12,157,11,23,169,0.071006,0.521739,0.125,,,,169,0.809,885,716,169
5,0.48,10,0.6,12,151,11,23,163,0.07362,0.521739,0.129032,,,,163,0.8158,885,722,163
5,0.48,10,0.65,12,141,11,23,153,0.078431,0.521739,0.136364,,,,153,0.8271,885,732,153
5,0.48,10,0.7,12,130,11,23,142,0.084507,0.521739,0.145455,,,,142,0.8395,885,743,142
5,0.48,10,0.75,12,122,11,23,134,0.089552,0.521739,0.152866,,,,134,0.8486,885,751,134
5,0.48,10,0.8,12,112,11,23,124,0.096774,0.521739,0.163265,,,,124,0.8599,885,761,124
5,0.48,10,0.85,12,103,11,23,115,0.104348,0.521739,0.173913,,,,115,0.8701,885,770,115
5,0.48,10,0.9,12,82,11,23,94,0.12766,0.521739,0.205128,,,,94,0.8938,885,791,94
5,0.48,10,0.95,11,69,12,23,80,0.1375,0.478261,0.213592,,,,80,0.9096,885,805,80
5,0.48,10,0.99,10,54,13,23,64,0.15625,0.434783,0.229885,,,,64,0.9277,885,821,64
5,0.48,15,0.5,11,87,12,23,98,0.112245,0.478261,0.181818,,,,98,0.8893,885,787,98
