feature,generalization_score,stability_score,patient_consistency_score
perm_entropy_max_rolling_mean_5,0.740568,0.888996,0.814782
beta_relative_std,0.649589,0.889423,0.769506
spectral_entropy_mean_rolling_mean_5,0.784558,0.890748,0.837653
beta_relative_std_lag1,0.649607,0.891706,0.7706565000000001
gamma_relative_max_lag1,0.682952,0.893046,0.787999
spectral_entropy_mean_lag3,0.797843,0.894431,0.8461369999999999
ptp_std_stability_5,0.96139,0.894536,0.927963
gamma_relative_max_lag3,0.6830149999999999,0.894865,0.78894
gamma_relative_max,0.682932,0.89494,0.788936
theta_relative_std_rolling_mean_5,0.694971,0.896063,0.795517
perm_entropy_mean_stability_5,0.8322229999999999,0.899027,0.865625
zero_crossings_max_rolling_mean_5,0.673207,0.900554,0.7868805
max_std_stability_5,0.967596,0.903825,0.9357105
beta_relative_mean_stability_5,0.800593,0.906595,0.853594
theta_relative_mean_stability_5,0.92554,0.906894,0.9162170000000001
mean_mean_rolling_mean_5,0.95582,0.907471,0.9316455
sample_entropy_mean_lag3,0.7754300000000001,0.908227,0.8418285000000001
spectral_entropy_mean,0.797829,0.908788,0.8533085
max_mean_stability_5,0.958933,0.909716,0.9343245
petrosian_fd_max_lag3,0.745275,0.910727,0.828001
spectral_entropy_mean_lag1,0.797826,0.914687,0.8562565
ptp_max_stability_5,0.965154,0.918602,0.941878
max_max_stability_5,0.97266,0.918886,0.945773
ptp_mean_stability_5,0.959259,0.919216,0.9392375
petrosian_fd_mean_stability_5,0.844608,0.922786,0.883697
perm_entropy_max_lag3,0.749601,0.924837,0.8372189999999999
delta_relative_max_stability_5,0.95986,0.925616,0.9427380000000001
std_std_stability_5,0.930085,0.927075,0.92858
min_mean_stability_5,0.961911,0.928468,0.9451894999999999
rms_std_stability_5,0.93004,0.930639,0.9303395
min_std_stability_5,0.969329,0.93108,0.9502045
spectral_entropy_max_lag3,0.683585,0.9312,0.8073925
spectral_entropy_max_rolling_mean_5,0.6820820000000001,0.931612,0.8068470000000001
zero_crossings_max_lag3,0.683602,0.93873,0.811166
spectral_entropy_max_lag1,0.683522,0.942032,0.812777
petrosian_fd_max_stability_5,0.957569,0.944479,0.951024
spectral_entropy_max,0.683514,0.947893,0.8157034999999999
alpha_relative_max_stability_5,0.863477,0.948057,0.905767
mean_std_stability_5,0.957503,0.954053,0.955778
perm_entropy_max_stability_5,0.882091,0.958223,0.920157
